FSCSKEY,district_geoid,weight
NY0066,3630480,0.1018923915656416
NY0066,3600124,0.0356916295535191
NY0066,3602700,9.93721459173096e-16
NY0075,3600012,0.4964166429711336
NY0075,3623640,0.5035833570284618
NY0075,4218210,4.0224009374238555e-13
NY0075,4218240,2.3857928845245227e-15
NY0077,3604350,4.149930823617243e-15
NY0077,3632010,0.9999999999999196
NY0077,3611070,7.622755271402833e-14
NY0433,3611910,0.08281991613115722
NY0433,3614880,0.8578975256212147
NY0433,3630120,3.090510248201306e-15
NY0433,3602340,0.05776734612962801
NY0433,3604370,0.0015152121179970001
NY0429,3611910,4.2786681837782754e-15
NY0429,3602670,0.0005942466619456001
NY0429,3615300,0.0011011856807738001
NY0429,3616380,0.9514027739149673
NY0429,3607650,0.04690179374230911
NY0601,3610410,0.9999999999996062
NY0601,3600023,1.6322135011585722e-13
NY0601,3619740,9.772612301150682e-14
NY0601,4207530,7.773669919551362e-14
NY0601,4224750,5.5015865975296885e-14
NY0049,3610920,0.6414125049287839
NY0049,3606660,0.1188584268198998
NY0049,3624090,0.0627297045552589
NY0049,3623070,0.1769993636960574
NY9011,3607890,0.3685956256045517
NY9011,3626730,0.631404374395232
NY9011,4225080,1.817069371013023e-13
NY9011,4217160,3.4623689464100483e-14
NY0055,3611610,0.1709521282439172
NY0055,3610920,0.7417664902093599
NY0055,3624090,0.0872813815467229
NY0059,3600018,5.865607329455016e-15
NY0059,3607890,0.0025924668082455
NY0059,3622410,0.0307828002611802
NY0059,3626730,0.9666247329305684
NY0062,3600018,0.13825606625985784
NY0062,3605610,0.029895200395231004
NY0062,3606660,0.8318487333448967
NY0062,3604530,1.443366673670933e-14
NY0053,3611610,0.9593502122685554
NY0053,3610920,0.029083094289738206
NY0053,3615630,0.011566693441574802
NY0053,3624090,5.2863006674409386e-18
NY0053,4224820,1.3159661381765267e-13
NY0057,3600018,0.8407235446896889
NY0057,3605610,2.124875492035764e-14
NY0057,3626730,0.1592764553102898
NY0027,3616680,2.388057842474188e-14
NY0027,3602920,0.0943752555192724
NY0027,3607680,4.834262133877233e-15
NY0027,3618600,3.468934165147564e-15
NY0027,3616230,6.411129263550143e-14
NY0027,3621240,1.7261614478143997e-14
NY0027,3605850,3.94713968269677e-14
NY0027,3607590,0.0083728545801613
NY0027,3628500,0.2301013673696284
NY0027,3631470,0.6671505225307849
NY0011,3616680,5.198864439616703e-14
NY0011,3602430,0.0245417941225181
NY0011,3602550,5.594849178480499e-16
NY0011,3607590,0.8799645482829093
NY0011,3631470,0.0954936575945201
NY0025,3630900,2.541631537816612e-15
NY0025,3600024,2.8231299903021302e-14
NY0025,3620970,0.0420553462562926
NY0025,3614550,0.0027670585056118
NY0025,3610170,0.0320764081903888
NY0025,3612990,0.923101187047676
NY0028,3630780,0.9395508244872769
NY0028,3627000,0.007830571839377302
NY0028,3607230,2.1658782311691244e-14
NY0028,3621900,0.052618603673129705
NY0028,3609030,2.997631330622482e-15
NY0028,3605850,1.462611083513419e-13
NY0028,3615360,4.520579580320368e-14
NY0014,3620970,0.009198445076654802
NY0014,3611670,0.0059597597000001015
NY0014,3613350,0.014719000936257004
NY0014,3610170,0.9609291822330542
NY0014,3616560,0.009193612054033901
NY0015,3616680,0.0170958036953534
NY0015,3630780,1.185715824148502e-13
NY0015,3609540,0.0346701876333413
NY0015,3602550,3.6160390481133064e-16
NY0015,3621900,0.02507045724149
NY0015,3609030,4.122058213732968e-26
NY0015,3615360,0.9231635514296964
NY0021,3616680,0.795180600992893
NY0021,3602550,0.07666010828750092
NY0021,3609030,0.04782525562381521
NY0021,3615360,0.013498322902375003
NY0021,3607590,0.06683571219341591
NY0022,3609540,7.410902176505396e-05
NY0022,3602550,0.304172836981969
NY0022,3603420,3.2854950675725445e-14
NY0022,3615360,0.695753053996233
NY0023,3620970,0.9381666540183555
NY0023,3612390,0.0018615832293250002
NY0023,3610170,0.059971762752296806
NY0023,3612990,2.267362158045191e-14
NY0024,3630780,0.023292650502355804
NY0024,3616440,1.1162044063253814e-14
NY0024,3609540,3.90036562027624e-14
NY0024,3613350,0.05888151917078291
NY0024,3621900,0.9178258303268088
NY0024,3615360,2.3254338332335634e-15
NY0024,3612990,1.2011993852164347e-25
NY0775,3616740,0.11902473922696771
NY0775,3628950,0.06008122242708331
NY0775,3605520,0.72335645216177
NY0775,3600016,0.09753758618417901
NY0710,2525013,1.764859329400545e-15
NY0710,2505760,1.764859329400545e-15
NY0710,2508160,9.566661858407107e-15
NY0710,3604620,0.9101982878064908
NY0710,3600016,0.0898017121934961
NY0712,3624450,1.0181255146049984e-10
NY0712,3609630,0.9665321471818537
NY0712,3600016,0.0334678527163339
NY0713,3614760,0.0334364708625264
NY0713,3604620,0.6710119775305746
NY0713,3605520,0.2927905947855748
NY0713,3600016,0.0027609568213242
NY0714,5005810,1.2036554391382694e-15
NY0714,5099003,5.0403534672058354e-14
NY0714,5000434,1.2036554391382694e-15
NY0714,5099002,5.0403534672058354e-14
NY0714,3614730,2.046573529940479e-15
NY0714,3614760,0.9493061935732886
NY0714,3605520,1.072440246208902e-14
NY0714,3606210,0.0506938064265438
NY0714,5099905,5.1599250788753644e-14
NY0723,3624450,0.0002473105194062
NY0723,3631410,0.1419422620905161
NY0723,3631830,0.159599105381951
NY0723,3628950,7.701682432012533e-11
NY0723,3609630,0.3857171231503093
NY0723,3600016,0.3124941987808005
NY0716,5005810,2.469963757111722e-14
NY0716,5000434,2.469963757111722e-14
NY0716,2508160,5.815400222346065e-14
NY0716,3614760,0.2057744682999067
NY0716,3604620,0.7942255316999611
NY0716,5099905,2.469963757111722e-14
NY0721,3616740,0.00027502929534330004
NY0721,3614730,0.518691275797429
NY0721,3614760,0.13761361173369152
NY0721,3605520,0.34342008317351785
NY0721,3606210,1.8418658374806134e-14
NY0783,3631830,2.3417015555749523e-14
NY0783,3604620,0.22205908061550636
NY0783,3605520,0.059585353286245514
NY0783,3600016,0.7183555660982247
NY0719,2525013,3.660315409178617e-14
NY0719,2505760,3.660315409178617e-14
NY0719,3604620,0.6192592480669595
NY0719,3620430,0.2316310030763285
NY0719,3600016,0.1491097488566388
NY0007,3602430,0.0274870152150753
NY0007,3602550,0.97251298478487
NY0007,3607590,4.4051625708401854e-14
NY0007,3608340,1.056830210092665e-14
NY0013,3614550,0.03446017166078841
NY0013,3609540,0.8346388869892157
NY0013,3621900,0.07349370139393692
NY0013,3615360,0.05490725422209281
NY0013,3612990,0.0024999857339661003
NY0528,3614670,0.5227681902625505
NY0528,3620220,0.1351149784195106
NY0528,3606330,0.0962015299947379
NY0528,3604920,0.245915301323201
NY0017,3607020,1.0
NY0182,3618510,0.10604687350042043
NY0182,3609240,0.028750520337020708
NY0182,3608910,0.00029507417068100003
NY0182,3617580,0.07927068697029341
NY0182,3603000,0.7856368450215641
NY0182,3625020,2.0467109480172786e-14
NY0184,3618510,0.020617025446157105
NY0184,3627330,0.13157714392752962
NY0184,3625110,4.085880164187593e-15
NY0184,3608910,0.6999452702898983
NY0184,3603000,0.14786056033641093
NY0252,3622530,1.8929753469351594e-14
NY0252,3613230,1.9718394797016606e-14
NY0252,3624000,4.926561075705235e-14
NY0252,3606570,0.9613436284781841
NY0252,3629880,0.03865637152172801
NY0254,0904080,1.2315678595476092e-15
NY0254,0902730,2.2766675286719854e-14
NY0254,3622530,0.043924686823874105
NY0254,3605310,0.41308210596543404
NY0254,3606570,0.5429932072106679
NY0255,3613230,0.10924589299433302
NY0255,3618120,0.06679462989312761
NY0255,3624000,0.6964165647638811
NY0255,3611860,0.03822071800768201
NY0255,3606570,0.044707791286512005
NY0255,3616620,0.04461440305446421
NY0465,3614310,0.06606100700694612
NY0465,3617430,0.7748892441911857
NY0465,3606470,0.10822284894102321
NY0465,3618090,0.050184057644077906
NY0465,3621660,0.0006428422167672001
NY0122,3608610,0.052461201473216715
NY0122,3623970,0.013744737373429204
NY0122,3626130,1.14054841699983e-13
NY0122,3628680,0.9337940611531999
NY0122,5000402,7.430504822194143e-15
NY0122,5000440,1.2647920953745686e-14
NY0122,5099904,1.2647920953745686e-14
NY0122,5099903,7.430504822194143e-15
NY0124,3619830,0.015676962815493304
NY0124,3631500,0.07963225732080072
NY0124,3601189,0.9046907798635593
NY0124,5000398,7.336886720736662e-14
NY0124,5099902,7.336886720736662e-14
NY0125,3619830,0.015676962815493304
NY0125,3631500,0.07963225732080072
NY0125,3601189,0.9046907798635593
NY0125,5000398,7.336886720736662e-14
NY0125,5099902,7.336886720736662e-14
NY0127,3616500,0.7056891437981037
NY0127,3616170,0.2943108562017932
NY0127,3625740,1.0315972835782203e-13
NY0196,3630930,0.0425550881831043
NY0196,3605670,1.3798166601520924e-14
NY0196,3610260,0.8327123316331352
NY0196,3600019,0.1247325801837467
NY0289,3606900,5.279641411798177e-14
NY0289,3606390,0.09175037165998351
NY0289,3609990,0.04785065014649211
NY0289,3621210,7.044106025184606e-14
NY0289,3607470,0.8199455839028154
NY0289,3606780,0.036660584060593006
NY0289,3618330,0.0037928102299664007
NY0289,3606240,2.6444818508442698e-14
NY0185,3627330,0.0094579504755925
NY0185,3608910,0.9811934223362077
NY0185,3603000,0.0093486271881998
NY0187,3626850,0.016264796792352904
NY0187,3621780,3.253306728755228e-14
NY0187,3629240,0.0008458119216636002
NY0187,3611430,0.6609013414208463
NY0187,3629820,0.049851386634774314
NY0187,3608910,0.27213666323033026
NY0183,3621840,2.4769391159439202e-14
NY0183,3618510,0.9026738277292453
NY0183,3625110,0.09732617227067941
NY0183,3608910,1.4609368139131998e-14
NY0183,3603000,3.5897804147146106e-14
NY0225,3609210,0.0919496765661263
NY0225,3619380,0.883693401769653
NY0225,3603270,3.3873847228457406e-14
NY0225,3623040,2.2203406650974884e-14
NY0225,3630390,0.0243569216641646
NY0237,3619380,0.0344976413179143
NY0237,3624480,0.0387848646366222
NY0237,3623040,0.7840059807718998
NY0237,3630390,0.1427115132735637
NY0083,3600020,0.07372376755817861
NY0083,3602370,0.9262762324418214
NY0085,3604050,0.05177626498506631
NY0085,3603630,0.9329322090261694
NY0085,3600011,0.015291525988764402
NY0224,3603270,0.014897459415876904
NY0224,3615180,0.9693697638044676
NY0224,3624480,0.015732776779655504
NY0239,3603270,0.0564200568977516
NY0239,3629880,0.8599714877871214
NY0239,3604140,0.0836084553151269
NY0016,3600024,0.34537740748924045
NY0016,3612390,0.6546225925107596
NY0032,3630900,0.08666425445257542
NY0032,3608970,0.8682842727359849
NY0032,3612990,0.04505147281143971
NY9021,3612300,0.8990266369000041
NY9021,3622740,0.1009733630999959
NY0266,3620460,0.21309890165981954
NY0266,3616290,0.6429813433549467
NY0266,3614400,0.14391975498523382
NY0263,3620460,0.9785473970747984
NY0263,3624960,7.331163819357012e-14
NY0263,3616290,0.0125069237549913
NY0263,3614400,0.008945679170137
NY0267,3620460,0.0823040606911522
NY0267,3624960,0.4070343271664983
NY0267,3616290,0.5106616121423495
NY0234,3624240,0.024384338045286204
NY0234,3615180,0.005242129444071701
NY0234,3624480,0.9703735325106421
NY0093,3603630,0.10158515018824722
NY0093,3620220,0.15394272867942002
NY0093,3623790,0.7352900338477965
NY0093,3600011,0.009182087284536301
NY0769,3620460,0.6101809316027074
NY0769,3610500,1.358999314653934e-14
NY0769,3624960,8.683103149502333e-15
NY0769,3629790,0.36939193836962564
NY0769,3623010,0.020427130027644805
NY0269,3620460,4.674757399616729e-14
NY0269,3621840,0.017824560088643204
NY0269,3624960,0.9821754399112868
NY0269,3616290,2.3319587195710648e-14
NY0006,3602430,0.7904390955797983
NY0006,3602550,0.027951140905353403
NY0006,3607590,0.18160976351483502
NY0006,3608340,1.3331280864057946e-14
NY0019,3602920,1.3374808620966054e-15
NY0019,3616230,0.911911566189997
NY0019,3621240,3.5340797756264907e-14
NY0019,3605850,2.22137749409895e-13
NY0019,3628740,6.573383715095735e-12
NY0019,3628500,0.08808843380317069
NY0502,3614670,5.753833252237719e-14
NY0502,3614700,0.826233735017832
NY0502,3604920,2.136827622905256e-05
NY0502,3603660,0.0052015503267145
NY0502,3617640,0.1685433463791669
NY0394,3621510,0.9531707704930481
NY0394,3610380,0.046829229506835005
NY0394,3618960,9.40292902638267e-14
NY0394,3602520,2.2853476455298052e-14
NY0271,3621840,0.9999999999999049
NY0271,3624960,8.303298883086346e-14
NY0271,3628890,1.2078167415631052e-14
NY0262,3620700,2.6024018908746652e-15
NY0262,3620460,0.016869631294305104
NY0262,3618570,0.10779803227645281
NY0262,3629790,0.7761761200491027
NY0262,3614400,0.09915621638013672
NY0264,3621840,0.9766760114704418
NY0264,3618510,0.0233239885294472
NY0264,3628890,9.904575432695516e-14
NY0264,3615060,1.1933125060782608e-14
NY0272,3621840,0.8318348096711019
NY0272,3625800,0.067838333753488
NY0272,3616290,0.1003268565753255
NY0272,3615060,8.454975053351859e-14
NY0010,3616680,0.10596893525010594
NY0010,3630780,0.06248180213225622
NY0010,3602920,5.301926660783394e-14
NY0010,3607680,0.08450081570911153
NY0010,3618600,0.17891714951021595
NY0010,3627000,0.09875789182770113
NY0010,3607230,0.3439381109130547
NY0010,3609030,0.11433923237312794
NY0010,3631470,0.011096062284373603
NY0012,3620970,0.08558275424078722
NY0012,3612390,0.47139233122336693
NY0012,3612990,0.44302491453584586
NY0018,3630780,0.011305414360255601
NY0018,3616440,6.257971783171685e-10
NY0018,3611670,0.5866339212021277
NY0018,3613350,0.36965036183727334
NY0018,3610170,4.357352527001373e-14
NY0018,3621900,0.032410301974427604
NY0018,3616560,7.506872484079961e-14
NY0268,3621840,1.985896285712601e-15
NY0268,3625800,0.9998694010795138
NY0268,3616290,0.0001305989168961
NY0268,3606720,3.5575709379046774e-12
NY0268,3615060,3.057843385879497e-14
NY0259,3621840,2.6665251717551323e-14
NY0259,3625800,0.097384730323115
NY0259,3616290,0.9026152696768583
NY0583,3628320,0.28149397240967516
NY0583,3629190,2.1187063820299923e-14
NY0583,3619650,9.192873646848493e-15
NY0583,3614010,0.5662746013851637
NY0583,3620340,2.3749707662094495e-13
NY0583,3627810,0.15223142620489333
NY0593,3614010,1.0
NY0162,3615570,0.27357999054778637
NY0162,3628980,0.7264200094521801
NY0162,3616710,3.343893357927338e-14
NY0170,3607290,0.020527207076137005
NY0170,3602400,0.07371179201798632
NY0170,3602730,0.07579386549860952
NY0170,3613710,0.8299671354072633
NY0170,3612750,3.861223203423701e-15
NY0479,3627150,4.9060220189052207e-14
NY0479,3630630,0.8618439904755034
NY0479,3607320,7.04854935233683e-15
NY0479,3618480,0.06935768438483121
NY0479,3615990,0.06879832513960932
NY9020,3612300,0.9922443995088401
NY9020,3620220,0.0077556004911579005
NY9020,3606330,1.9238503186241254e-15
NY0487,3629130,0.0789039745068709
NY0487,3616410,0.7592821280543685
NY0487,3610860,0.0356766423559563
NY0487,3609090,0.115424535071174
NY0487,3621810,0.0107127200116303
NY0610,3610500,8.048508490388519e-14
NY0610,3629790,0.4561213650780426
NY0610,3623010,0.5316801703445508
NY0610,3619680,0.0121984645773261
NY0490,3626940,0.06369566961385871
NY0490,3618480,0.9115910419862282
NY0490,3621810,0.024713288399913207
NY0491,3628590,3.4084294775758366e-13
NY0491,3609990,2.3074644706377006e-14
NY0491,3617940,0.08430416873468101
NY0491,3627150,1.5836906623172143e-13
NY0491,3617520,0.6589424857119943
NY0491,3621210,0.25675334555272794
NY0491,3603870,7.444903820327323e-14
NY0797,3619800,0.017838555990865302
NY0797,3626940,0.8262545980669593
NY0797,3618480,0.10486279018940832
NY0797,3615990,0.051044055752767103
NY0461,3614310,2.7711055680198684e-14
NY0461,3612360,0.9999999999999724
NY0458,3607710,9.158520594635229e-14
NY0458,3600003,1.9310561157232056e-14
NY0458,3617760,1.1462978709150964e-14
NY0458,3629160,0.2063569092099076
NY0458,3608100,0.7936430907899474
NY0458,3622440,2.2636085069988143e-14
NY0226,0903600,8.84126100776e-14
NY0226,0904020,1.3793640652662978e-14
NY0226,0903930,7.461914344604871e-14
NY0226,2511040,2.8079798295215294e-15
NY0226,3628620,0.08455694634399362
NY0226,3623040,0.19363259822146783
NY0226,3630390,0.721810455434359
NY0042,3600018,0.6141618052547853
NY0042,3622410,0.30869159254105666
NY0042,3626730,0.07714660220415771
NY0042,3627660,4.485062654551799e-16
NY0063,3699997,1.3261548044839012e-11
NY0063,3630990,0.7281571532587907
NY0063,3600018,0.021952122287693002
NY0063,3624660,5.104135333020789e-14
NY0063,3605610,2.8456710735553454e-15
NY0063,3626730,0.24989072444020094
NY0503,3614670,0.0193549136123539
NY0503,3614700,0.0405241316748115
NY0503,3603660,2.1106737889696602e-15
NY0503,3611940,5.458033614320698e-14
NY0503,3617640,0.940120954712778
NY0536,3600014,4.512522290945187e-15
NY0536,3612300,5.483963869094908e-06
NY0536,3618030,0.04434670635480541
NY0536,3611970,0.032607772413045306
NY0536,3620640,0.022772705688012103
NY0536,3622890,0.9002673315802636
NY0534,3614670,0.9362709065213193
NY0534,3620220,0.04578495647379411
NY0534,3614700,0.0021969308758552006
NY0534,3604920,0.015747206128976603
NY0534,3617640,5.485024852206493e-14
NY0115,3631500,0.7604558547415946
NY0115,3601189,0.23954414525833634
NY0115,5000396,3.389483536597258e-14
NY0115,5000398,6.698998172660938e-16
NY0115,5099914,3.389483536597258e-14
NY0115,5099902,6.698998172660938e-16
NY0116,3616140,0.9975920715331752
NY0116,3616500,1.6035075815746617e-13
NY0116,3626130,1.2490098990452048e-13
NY0116,3620730,2.76723969338806e-14
NY0116,3616170,0.0024079284664808
NY0116,3601189,3.1162326563084276e-14
NY0415,3613770,3.724675933842199e-14
NY0415,3699997,5.753489749786456e-14
NY0415,3612360,0.0094532712735041
NY0415,3615300,0.9905467287264011
NY0428,3614880,0.0648976767848298
NY0428,3604370,0.9351023232151702
NY0421,3611910,0.014674674867195302
NY0421,3617880,0.8599303336189387
NY0421,3607650,0.12539499151386602
NY0120,3608610,0.009632081971700903
NY0120,3619830,0.9860640659467012
NY0120,3626130,1.1292948096194909e-13
NY0120,3601189,0.004303852081425801
NY0120,5000398,2.962755919114098e-14
NY0120,5099902,2.962755919114098e-14
NY0121,3608610,3.7653574189342274e-15
NY0121,3619530,6.638108299060932e-14
NY0121,3626130,0.9969508183750782
NY0121,3628680,8.633497100658232e-15
NY0121,3616960,0.003049181624842999
NY0126,3631500,0.983662739416567
NY0126,3616170,0.0163372605831985
NY0126,3601189,4.9684432653712245e-14
NY0126,5000396,8.216281562244488e-14
NY0126,5007470,1.022480655340334e-14
NY0126,5099914,8.216281562244488e-14
NY0126,5099916,1.022480655340334e-14
NY0111,3604290,0.19983003817293404
NY0111,3607170,0.6407140339283504
NY0111,3621260,0.003263158231023601
NY0111,3621250,0.15619276966769202
NY0785,3607080,0.020237211074521
NY0785,3621260,0.979762788925479
NY0637,3626160,0.0768359762413221
NY0637,3625470,0.0358667665784172
NY0637,3612900,0.8681331681532083
NY0637,3603210,0.0191640890270524
NY0298,3630160,1.0734553347562226e-13
NY0298,3630930,0.9457679849196645
NY0298,3605670,0.041529024309738205
NY0298,3600002,0.012702990770489902
NY0288,3607470,0.021831318346462007
NY0288,3610860,0.007115863204475803
NY0288,3606780,0.9646058091428658
NY0288,3618330,0.0005296428566802002
NY0288,3608850,0.005917366449516302
NY0035,3600024,0.9292803657073816
NY0035,3610530,9.174304853160067e-14
NY0035,3625440,0.0707196342925267
NY0107,3621260,0.1612412309494956
NY0107,3621250,0.8387587690505044
NY0106,3622830,0.0012362062252047
NY0106,3600009,0.8942045177158262
NY0106,3621260,0.1045592760589236
NY0106,3625740,4.5492676103748615e-14
NY0167,3607290,0.2308197643101215
NY0167,3607260,0.5762418757025144
NY0167,3613710,0.1929383599872679
NY0167,3612750,9.619518335428644e-14
NY0176,3626700,0.0011282112022798
NY0176,3600019,0.9771182450202054
NY0176,3621330,0.0217535437775148
NY0036,3611490,0.28086686485731055
NY0036,3630900,0.20230019687812406
NY0036,3608970,0.5168329382645654
NY0784,3606900,0.10638035205470311
NY0784,3609990,0.11954901416405941
NY0784,3621210,0.7740706337811649
NY0784,3607470,7.255463494327591e-14
NY0038,3621720,0.009506740922822
NY0038,3623640,0.9904932590770884
NY0038,3614490,4.8368600179270805e-14
NY0038,4218240,4.11812284598332e-14
NY0039,3611610,1.7439881141989402e-14
NY0039,3610920,9.857034138606528e-15
NY0039,3624090,0.9999999999999728
NY0285,3601107,2.0266976115096264e-14
NY0285,3623370,0.1582819323540669
NY0285,3600001,0.8417180676458568
NY0285,3630600,5.6061930229602974e-14
NY0790,3619380,0.07662017964503261
NY0790,3615180,0.47550506408390186
NY0790,3624480,0.3748717113434499
NY0790,3623040,0.07300304492761571
NY0222,3622530,0.0020197627870338006
NY0222,3613230,7.197215934262976e-16
NY0222,3603270,0.03920474892192911
NY0222,3606570,0.17510942880039224
NY0222,3629880,0.7836660594906442
NY0231,3619380,0.05726575611610841
NY0231,3603270,0.9213908667483901
NY0231,3629880,0.021343377135501503
NY0599,3619560,0.02891131206021481
NY0599,3610500,0.22578979877949648
NY0599,3623010,0.21266543814187247
NY0599,3623520,0.20329294973769754
NY0599,3610950,0.06888188107611763
NY0599,3619740,0.2604586202046011
NY0108,5007500,1.1963548527541645e-14
NY0108,3622830,0.9245720643542642
NY0108,3600009,1.2524275765843623e-14
NY0108,3616170,0.07542793564569882
NY0108,5003240,2.765850027098013e-16
NY0108,5099924,1.1963548527541645e-14
NY0108,5099907,2.765850027098013e-16
NY0405,3631560,0.9817500335979064
NY0405,3617190,2.0641463051472265e-14
NY0405,3620760,0.018249966402073
NY0553,3614550,1.851896691194489e-16
NY0553,3608970,0.9999999999999889
NY0553,3617130,1.083991167084204e-14
NY0558,3602580,0.0026915660096053003
NY0558,3629940,0.059504944828524815
NY0558,3622770,1.171163098884831e-15
NY0558,3603420,0.03438733405851321
NY0558,3622500,0.040509217074402304
NY0558,3631860,0.8629069380289532
NY0301,3620370,0.03907469903902731
NY0301,3626760,0.016192790645810303
NY0301,3630160,0.05667130593165831
NY0301,3631050,2.0752605503697856e-14
NY0301,3607770,0.8805331914646658
NY0301,3618080,3.810765327324058e-16
NY0301,3600002,0.007528012918817202
NY0300,3620370,0.032085842281167405
NY0300,3630160,0.0014081981113447002
NY0300,3630930,0.004129111213590501
NY0300,3607770,0.005305052697418301
NY0300,3600002,0.957071795696479
NY0241,3608490,0.035917362760484406
NY0241,3612870,0.020061656586309904
NY0241,3606720,0.004402915965074301
NY0241,3606160,0.9396180646879981
NY0241,3631590,7.053602029622562e-14
NY0241,3615060,6.268144351330471e-14
NY0244,3608490,2.871443890877467e-15
NY0244,3612870,0.8821707239142367
NY0244,3606160,0.1178292760857604
NY0736,3620160,3.736839518100846e-14
NY0736,3625290,4.787130602526656e-14
NY0736,3606060,4.458081291896351e-14
NY0736,3613740,0.9999999999992113
NY0736,3631260,3.883407451979285e-13
NY0736,3618240,1.0184091094570326e-13
NY0736,3623460,2.6180459302014884e-14
NY0736,3625260,1.1071683728828428e-13
NY0736,3625950,3.182010923671554e-14
NY0135,3629250,0.1218437270349343
NY0135,3622140,1.068926623845751e-13
NY0135,3627570,0.8781562729648642
NY0135,3624930,9.453933793424673e-14
NY0559,3617130,0.7365672763226792
NY0559,3629940,0.26343272367731513
NY0559,3622770,5.7745603483878725e-15
NY0518,3624750,5.367925697990838e-12
NY0518,3609690,0.5365998856254773
NY0518,3622710,1.210432499017663e-15
NY0518,3630360,4.609794546741054e-12
NY0518,3615390,0.4634001143645438
NY0507,3631170,0.0600532364514782
NY0507,3624750,4.968803158078726e-13
NY0507,3609690,6.214279853886367e-16
NY0507,3611880,4.181312833074463e-15
NY0507,3622710,0.1359881052956748
NY0507,3625170,0.2440465460129955
NY0507,3623160,0.0493655039255114
NY0507,3630360,8.192245568304994e-15
NY0507,3605460,0.5105466083138303
NY0516,3605580,0.053309102018353705
NY0516,3614460,0.7204751626446095
NY0516,3627780,0.22621573533703682
NY0509,3606180,0.1192261590570069
NY0509,3631170,0.4313202565535993
NY0509,3624750,9.050010411012412e-14
NY0509,3611880,0.1763050135235267
NY0509,3625170,5.2709898608143824e-14
NY0509,3607530,0.2731485708657238
NY0314,3605040,0.2754918512678901
NY0314,3614580,0.4420598579131759
NY0314,3624900,0.2824482908189339
NY0316,3628800,0.3311265003273126
NY0316,3605040,0.6373253189938771
NY0316,3624360,0.0315481806787545
NY0316,3627360,5.579760979437636e-14
NY0303,3620370,0.8229115754237284
NY0303,3620610,0.057238695118945915
NY0303,3631050,3.715308546960861e-14
NY0303,3611400,5.33007773975835e-15
NY0303,3607770,0.036794467719669606
NY0303,3629370,2.5276486184198934e-13
NY0303,3631320,0.0014868630583192005
NY0303,3600002,0.08156839867904171
NY0522,3606180,5.953180671000848e-14
NY0522,3631170,6.309192423493909e-14
NY0522,3625170,0.7964018873305434
NY0522,3614700,0.0823039368587903
NY0522,3603660,0.1212941758105437
NY0612,3615270,0.9999999999998356
NY0612,3619530,3.0790633999762906e-14
NY0612,3615870,3.117914910465552e-14
NY0612,3623130,7.928904447820948e-15
NY0612,3617760,1.3892512523456612e-14
NY0612,3616530,6.92659701826099e-14
NY0612,3630450,1.140896003807392e-14
NY0148,3622740,3.3023319124197406e-14
NY0148,3630240,1.239250087310412e-13
NY0148,3628980,4.822628550933846e-15
NY0148,3609390,1.184410613689582e-13
NY0148,3622140,0.9999999999997198
NY0198,3608250,0.8191308637425573
NY0198,3619350,0.14389928909229702
NY0198,3610260,4.2671051330992035e-15
NY0198,3616800,0.036969847165141505
NY0212,3614940,1.0
NY0215,2525013,8.881681670021109e-14
NY0215,2505760,8.881681670021109e-14
NY0215,3607110,0.0468990188086522
NY0215,3604620,9.780820805731657e-14
NY0215,3620430,0.9531009811910724
NY0734,3605640,0.19498302513679364
NY0734,3610080,0.5653871377816299
NY0734,3620490,3.4864863883523016e-13
NY0734,3631920,7.121019434395112e-13
NY0734,3620100,2.6097449681030646e-13
NY0734,3629040,0.23962983708018062
NY0734,3625950,7.420869097789794e-14
NY0750,3606990,0.06261083041153373
NY0750,3620160,0.2715707952428124
NY0750,3629400,0.09146379287980233
NY0750,3628650,0.09958177708190653
NY0750,3605340,0.09396291153035823
NY0750,3606060,0.06510680535939722
NY0750,3622020,1.1535976980516527e-08
NY0750,3623340,0.2307701056270381
NY0750,3623310,0.08493297033117453
NY0726,0901710,1.322623082536149e-13
NY0726,0904320,4.5989875845760526e-14
NY0726,3606990,7.380037434589769e-14
NY0726,3619950,0.1134946254632678
NY0726,3620160,0.0796670712757042
NY0726,3624630,1.3125773929394472e-15
NY0726,3629400,0.0458804109685024
NY0726,3606060,0.7609578922921475
NY0726,3631260,1.183398705797488e-13
NY0726,3612720,6.374252601190333e-15
NY0240,3608490,0.48888693927749066
NY0240,3606720,0.41894673248293957
NY0240,3606160,0.09216632823956981
NY0243,3608490,0.8324657561242693
NY0243,3612870,0.14341346376650202
NY0243,3606160,0.024120780109228704
NY0757,0902700,2.7672725490008025e-14
NY0757,0903810,5.698420544835131e-14
NY0757,0905130,2.6098078598025935e-14
NY0757,3621180,1.2529027200563008e-13
NY0757,3619950,1.3714636897690467e-13
NY0757,3627180,1.2476667876246732e-13
NY0757,3616080,0.9999999999995021
NY0746,0903810,6.303023113230314e-14
NY0746,3621180,0.9803886599956717
NY0746,3627180,1.088913114406143e-13
NY0746,3605310,7.37669250078632e-14
NY0746,3616080,0.019611340004082604
NY0578,3408190,8.450214570145839e-15
NY0578,3413860,8.450214570145839e-15
NY0578,3628320,0.05617210836255301
NY0578,3629190,0.3477005171155241
NY0578,3612960,9.96249875004309e-15
NY0578,3619650,0.5642640449636183
NY0578,3614010,0.031863329558277906
NY0777,3614430,0.112026811664204
NY0777,3630030,4.654272587821428e-14
NY0777,3608430,0.125217513365866
