FSCSKEY,district_geoid,weight
CO0024,5605762,3.4124846423673745e-15
KY0041,2100030,3.777257740836976e-14
KY0041,2102640,6.137403734991558e-14
KY0041,2102340,0.9999999999998118
KY0041,2103180,2.021146713328355e-14
KY0041,2104140,3.6433193126487846e-14
KY0041,2105520,3.2475414596073905e-14
ND0007,3800015,0.018833912533587707
ND0007,3802014,0.014322626099181906
ND0007,3811970,0.017594574789595106
ND0007,3812720,0.09064445194655243
ND0007,3817760,0.13106655425951486
ND0007,3800014,0.13206670107135485
ND0007,3820130,0.2502692912513188
ND0007,3880783,0.00020537857033530008
ND0007,3800052,7.60541851049508e-15
ND0007,3809130,0.07125996216563733
ND0007,3800389,0.04949506205715001
ND0007,3813200,0.22424148525576268
ND0007,3818500,1.2862124217691788e-15
ND0007,3819290,1.7710879899745204e-16
NC0055,3700530,3.434871404267885e-14
NC0055,3702310,1.910151600337122e-14
NC0055,3702430,0.010539444651972901
NC0055,3703120,2.0514269534005803e-14
NC0055,3704050,0.9894605553479419
NC0055,3704320,1.1346120045960505e-14
KY0114,2100690,7.477867706542707e-14
KY0114,2103750,7.243658484286374e-15
KY0114,2103270,4.685882793968456e-14
KY0114,2104080,3.696530950632075e-14
KY0114,2104290,4.8694034362188084e-14
KY0114,2104890,2.0157385258849835e-14
KY0114,2105970,0.9999999999997653
TX0512,4814160,0.24549963913405856
TX0512,4830180,6.044959265010033e-16
TX0512,4822350,2.9721727448247264e-15
TX0512,4814250,8.340070219969598e-15
TX0512,4831500,5.065148107490496e-15
TX0512,4843320,1.8187391078632395e-14
TX0512,4825950,9.318137523521566e-15
TX0512,4819440,4.254385108887657e-15
TX0512,4827890,1.3834387726677903e-14
TX0512,4843400,0.13981698565315212
TX0512,4840290,0.6146833752127268
MS0004,2800195,5.6091762415115473e-14
MS0004,2800198,3.777129753025994e-14
MS0004,2800930,0.9999999999998933
MS0004,2801680,1.2919399085478643e-14
OR0119,4100003,8.64175233020864e-28
OR0119,4100019,0.006280158383223601
OR0119,4101120,0.031189031723281108
OR0119,4101200,0.20522922653881986
OR0119,4102160,6.943993498996678e-15
OR0119,4102840,0.010499379831012802
OR0119,4102910,1.0588020657346405e-14
OR0119,4103480,0.26486288618856774
OR0119,4103860,1.2989269901704187e-15
OR0119,4106930,8.864358680849517e-15
OR0119,4108430,0.18999751464474576
OR0119,4109600,0.29194180269032144
MN0062,1931020,1.698780986248281e-14
MN0062,1906960,2.1733667342207815e-14
MN0062,2714040,0.24143599043129674
MN0062,2702730,2.6405546712639956e-15
MN0062,2711220,0.055131772549410804
MN0062,2711460,0.044822716537829606
MN0062,2718330,0.49663662712953366
MN0062,2700108,0.16197289335185833
MN0062,4607950,2.2721815378174284e-14
MN0062,4618120,6.762655230047574e-15
LA0028,2200450,3.3502030993677876e-14
LA0028,2200210,4.04432993772685e-10
LA0028,2200990,0.9999999995955317
LA0028,2201200,1.9168290470751927e-15
MI0184,2603270,0.1361312868934469
MI0184,2629190,2.779179665221672e-15
MI0184,2611190,2.346185848377357e-14
MI0184,2629580,1.6859301909133494e-14
MI0184,2608880,3.1510818941989663e-16
MI0184,2625400,0.1733244287131865
MI0184,2600018,0.4870488111091501
MI0184,2603990,0.2034954732838138
MI0184,2628890,7.775027368214671e-16
MI0184,2620700,3.56721221169907e-13
MI0184,2632910,1.724929747215889e-15
MO0034,2926190,2.1120918388425916e-15
MO0034,2901000,0.43569992364653287
MO0034,2928560,0.180586584519846
MO0034,2913560,0.11487030912764545
MO0034,2905580,6.2425448353218866e-15
MO0034,2916190,1.451134437159235e-14
MO0034,2929700,0.07001110343084753
MO0034,2921940,0.0004357448134369002
MO0034,2922740,0.0019722028338713007
MO0034,2911990,0.0018517166952902008
MO0034,2908400,0.07398253453228112
MO0034,2925530,4.0531137525867485e-15
MO0034,2913710,0.12058988040019765
MO0034,2915660,2.4032075702826503e-14
CO0060,0802490,9.587369718401916e-15
CO0060,0803000,1.5957557704916257e-14
CO0060,0803360,2.7004192157087628e-14
CO0060,0803840,2.1744121824677292e-14
CO0060,0804230,3.077255814716815e-15
CO0060,0804800,0.9999999999999184
CO0060,0805310,2.235376196739187e-15
CO0060,0806900,4.82474118381928e-16
CO0060,0807230,1.5175446248046589e-15
CO0060,0807380,5.68061810314295e-17
WV0004,3904529,1.5577443778756248e-14
WV0004,3906568,8.317485529349994e-15
WV0004,3904795,9.055947122822714e-16
WV0004,5400180,0.9999999999998713
WV0004,5400780,1.2811559891124598e-14
WV0004,5401500,9.107221022121863e-14
TX0278,4820790,1.7178295597581135e-14
TX0278,4815690,1.988491034014389e-14
TX0278,4830360,6.077992848768059e-15
TX0278,4844710,2.788188275499207e-16
TX0278,4836570,0.999999999999954
TX0278,4841550,2.5146805016288143e-15
CO0115,0802370,9.706577587857461e-15
CO0115,0803000,1.4655819569302263e-14
CO0115,0803540,6.961738056508745e-14
CO0115,0805070,0.1572438502741401
CO0115,0805190,4.1905508116273586e-15
CO0115,0806810,0.8427561497257617
VA0093,5100152,2.677337674157165e-14
VA0093,5100420,2.5539453277783763e-14
VA0093,5101020,0.9999999999998131
VA0093,5101590,3.207185748601213e-14
VA0093,5102520,2.1799800260042612e-14
VA0093,5103330,2.0832043445754118e-14
VA0093,5400960,5.986328937259086e-14
TX0437,4811550,2.6138618239553654e-15
TX0437,4809280,2.9908354797216117e-15
TX0437,4837500,4.924148209789586e-15
TX0437,4827930,1.2642610659983925e-14
TX0437,4814450,4.8792794152687436e-15
TX0437,4809390,0.010070677625310002
TX0437,4815810,0.018804297437164802
TX0437,4833980,1.1032837858829239e-14
TX0437,4839210,0.24959503836274205
TX0437,4814550,0.35156514677123574
TX0437,4811110,1.1518848323209817e-14
TX0437,4800007,0.36996483980348555
TX0437,4809300,5.794087716929751e-15
TX0437,4824780,5.458266728746609e-15
AZ0107,0400022,5.29954656794889e-16
AZ0107,0401920,3.252769566347282e-15
AZ0107,0402190,5.48675303612269e-16
AZ0107,0404860,4.877480345822304e-16
AZ0107,0400023,0.09446778374157665
AZ0107,0400026,0.05821372361174193
AZ0107,0401810,0.12429613998971956
AZ0107,0401940,1.514586558342789e-11
AZ0107,0402860,1.1429829905115184e-10
AZ0107,0403200,6.643868423132937e-16
AZ0107,0403820,0.15788345913586108
AZ0107,0404060,0.20237892112209788
AZ0107,0405820,1.1004593386134398e-15
AZ0107,0406580,0.0077304886818968035
AZ0107,0406960,1.8414209018432012e-15
AZ0107,0407700,0.03549699486649791
AZ0107,0408080,5.057836754300289e-16
AZ0107,0408680,6.67651539686375e-15
AZ0107,0409160,0.10272007138949873
AZ0107,0403290,1.006512336342087e-15
AZ0107,0406740,1.9125834191560047e-10
AZ0107,0406870,2.801435308550822e-16
AZ0107,0407130,1.06230324963852e-15
AZ0107,0404010,0.04742546367413282
AZ0107,0407820,0.059008862105961825
AZ0107,0406440,1.099890182739186e-16
AZ0107,0409460,0.10075801569165184
AZ0107,0499997,0.009620075668640803
AZ0107,4900900,1.5950397687878961e-15
TX0219,4013740,6.0521875853240174e-15
TX0219,4003510,1.4110765063907654e-14
TX0219,4841010,0.09891250931984853
TX0219,4834650,0.8607004321540432
TX0219,4810830,0.04038705852605431
TX0219,4830480,3.386957307599315e-14
TX0450,4815540,0.9999999999998735
TX0450,4824330,1.4464546320326045e-15
TX0450,4829700,5.7936428002909456e-15
TX0450,4815690,5.974211856246588e-15
TX0450,4811910,6.212271349689052e-14
TX0450,4836510,3.1541858690800573e-15
TX0450,4821480,2.036224501717641e-14
TX0450,4831170,1.1482788719225922e-14
TX0450,4818000,1.6076372955792458e-14
WY0010,3013340,1.4361946585856798e-15
WY0010,3013310,1.4361946585856798e-15
WY0010,3004800,2.4393047920223088e-15
WY0010,5601090,0.35644795451557726
WY0010,5601420,0.13473225939251832
WY0010,5601460,0.14081510220683371
WY0010,5602070,2.8124604380318617e-15
WY0010,5603170,0.36800468388502594
WY0010,5604380,7.225442415868184e-15
WY0010,5605160,5.314812255941565e-15
WY0010,5605820,1.0202497831107354e-14
WY0010,5606240,1.3939483679048934e-14
TN0002,4701020,1.6968426389745886e-14
TN0002,4701860,0.9999999999999056
TN0002,4702430,2.8034198983894893e-14
TN0002,4702760,1.5652640694045046e-14
TN0002,4703390,2.926880850577994e-14
TN0002,4704530,4.49372993716646e-15
IN0215,1801050,2.428849670442757e-15
IN0215,1810080,2.7352780477280786e-14
IN0215,1803240,3.118800097529063e-15
IN0215,1805190,2.1558653174824095e-14
IN0215,1803570,0.16670647134786232
IN0215,1800360,0.7350672622887834
IN0215,1899997,0.09822626636326812
IN0215,1802610,8.589405560010187e-15
IN0215,1803210,6.456531604170788e-15
IN0215,1810830,1.6789298968814167e-14
TN0108,4700900,3.6525434666598406e-14
TN0108,4703480,0.9999999999999314
TN0108,4701230,4.070727574972714e-16
TN0108,4703870,3.170882398305254e-14
OH0021,3910005,0.011157364119458307
OH0021,3904807,0.40794964605703243
OH0021,3904547,1.4160860091800657e-15
OH0021,3904498,3.8695265766913014e-15
OH0021,3904597,0.007154704043766804
OH0021,3904752,0.0020791845044749015
OH0021,3904808,0.26566790978997357
OH0021,3904619,1.9195273091483232e-14
OH0021,3904621,0.055226301839498525
OH0021,3904620,0.012776029446435107
OH0021,3904750,0.03608757636500852
OH0021,3904809,0.13245289945736477
OH0021,3904358,0.06697967785275655
OH0021,3905033,3.864852371247593e-15
OH0021,3910003,0.0024687065241925012
OH0021,3904977,9.715817271463077e-15
CA0053,0616500,0.1262037386612956
CA0053,0621400,0.1336800140443311
CA0053,0641430,1.6016271921867253e-14
CA0053,0610860,3.7238303683199514e-15
CA0053,0639930,0.0005433909432913005
CA0053,0619830,0.008075493692851108
CA0053,0630510,0.009193245699357009
CA0053,0639600,0.0014008734190899012
CA0053,0631350,3.7238303683199514e-15
CA0053,0603180,0.026646202169397323
CA0053,0607980,0.09241446722349958
CA0053,0616470,0.006792321091550906
CA0053,0618510,0.02170744538014492
CA0053,0619770,0.02378696105800082
CA0053,0619890,0.03077269511329553
CA0053,0620760,0.029012313529693926
CA0053,0621360,0.019558101440686617
CA0053,0641820,0.0005433909432913005
CA0053,0622950,1.6016271921867253e-14
CA0053,0619800,0.006674620273761106
CA0053,0600040,0.008107858229392006
CA0053,0621150,0.0015977660783418016
CA0053,0641160,1.4093932552972922e-16
CA0053,0609120,1.2828986356219107e-14
CA0053,0632270,0.28741783014809336
CA0053,0609690,0.16587127086058234
CA0112,0612910,0.017936418860512636
CA0112,0613530,0.04637009130772039
CA0112,0616230,0.07962611749636535
CA0112,0619110,0.10542140593272391
CA0112,0634380,0.013876038604380327
CA0112,0638640,0.02564285720819805
CA0112,0605820,6.363254724423411e-06
CA0112,0602100,0.01607020898449963
CA0112,0606810,0.011042739741600123
CA0112,0642180,6.363254724423411e-06
CA0112,0640710,0.003394896311269207
CA0112,0636990,0.003568701531571907
CA0112,0637380,0.0024329065359281047
CA0112,0637680,0.0016573718367722033
CA0112,0607470,0.0005501267581795011
CA0112,0608610,0.017114633980468034
CA0112,0610710,0.003439901307273907
CA0112,0610740,0.002628011643450505
CA0112,0612750,0.0039909150014341074
CA0112,0612880,0.013008549093025627
CA0112,0613500,0.04297519499645119
CA0112,0618730,0.027391065472668456
CA0112,0619140,0.10376403409595171
CA0112,0620250,0.004454999012987809
CA0112,0620790,0.011811295102167324
CA0112,0621330,0.0009063405394607019
CA0112,0626670,0.0012971333607440026
CA0112,0631740,0.003138283669744006
CA0112,0635040,0.00492786976748691
CA0112,0635220,0.0047981833310579095
CA0112,0635880,0.004509567335707109
CA0112,0607440,2.1717950582156103e-05
CA0112,0600069,0.050733736894743704
CA0112,0628250,0.011046262576790523
CA0112,0631530,0.016830994581598736
CA0112,0634320,0.03440662611990047
CA0112,0618210,1.0663740769866884e-05
CA0112,0601426,0.011837924512859624
CA0112,0609870,0.0012543712413322027
CA0112,0631710,0.02920465213622656
CA0112,0634880,0.007011724658092014
CA0112,0600042,0.07235031577103894
CA0112,0607500,0.00491800631451631
CA0112,0626100,0.11125929298800812
CA0112,0641190,0.006505956888333713
CA0112,0600029,4.150111830466013e-06
CA0112,0605700,0.06479296473690112
CA0112,0611110,1.6936058959072743e-05
CA0112,0609070,5.76610437221409e-06
CA0112,0600028,2.1237168456345495e-05
CA0112,0616920,8.114115438343438e-06
MO0040,2911160,0.05492392015845213
MO0040,2929670,0.045669255768158626
MO0040,2012000,3.498928794344548e-10
MO0040,2910320,0.13055000013021417
MO0040,2914490,0.009639769515619305
MO0040,2916660,0.006930785222974303
MO0040,2904620,0.061096706330453436
MO0040,2925330,0.10742331261393856
MO0040,2923730,0.13558385283558008
MO0040,2903200,0.141976250147696
MO0040,2902850,1.8224616544401922e-14
MO0040,2911070,0.055359584481943426
MO0040,2913760,0.14047382887733717
MO0040,2931800,0.10152779328202036
MO0040,2913140,8.055903523533905e-10
MO0040,2918300,0.0023045694181567013
MO0040,2919230,0.006540370061954304
CO0099,0802010,5.246138189513066e-15
CO0099,0803630,0.015110070842463701
CO0099,0803960,1.1187629765436553e-14
CO0099,0804110,0.18226669823725872
CO0099,0804500,5.077735679931576e-15
CO0099,0804650,1.2388249732009834e-15
CO0099,0805130,2.540120513123101e-16
CO0099,0806120,0.038214544143677504
CO0099,0806150,0.7644086867765577
CO0099,0807080,1.4774610443064465e-14
CO0099,0807200,4.610072697189586e-15
MO0111,2923370,8.781425770156491e-15
MO0111,2911010,0.14836177706519965
MO0111,2911040,0.06378365970879803
MO0111,2926370,3.4240972111931895e-15
MO0111,2928740,2.4861326663734348e-15
MO0111,2908430,9.348515858190441e-15
MO0111,2906430,0.07789034870829743
MO0111,2932070,0.06165527301994883
MO0111,2910950,0.09265052441952824
MO0111,2921510,0.09023576235074954
MO0111,2912600,0.0003741222146143002
MO0111,2904050,0.4084601481060939
MO0111,2919980,0.033810295840594314
MO0111,2922950,0.01987284679432881
MO0111,2912180,5.1871555042271495e-15
MO0111,2905700,0.0029052417718138015
MO0111,2927930,3.908427484367351e-15
ND0008,3800047,0.03289258112214831
ND0008,3800825,0.21518098678795924
ND0008,3803060,0.34813262733793615
ND0008,3816130,3.6786297826047355e-15
ND0008,3819470,0.20659023942648747
ND0008,3800050,0.15052304228479632
ND0008,3807850,0.04668052304066881
NC0026,3700011,0.8962622304821259
NC0026,3700148,0.103737769517821
NC0026,3700390,3.272093336025516e-14
NC0026,3703090,1.0743600826946094e-15
NC0026,3703930,1.9205292079324416e-14
WY0015,5602670,1.5913144061866354e-14
WY0015,5602830,3.5374701524781042e-15
WY0015,5603310,0.999999999658303
WY0015,5604380,1.6542863315379137e-14
WY0015,5605700,3.4165669344976334e-10
WY0015,5605820,4.2403711413329364e-15
MI0409,2624000,1.4365865097763405e-14
MI0409,2602730,2.123333763019665e-13
MI0409,2617370,1.0858511794451626e-14
MI0409,2626970,0.2215924417112992
MI0409,2635850,1.144355855154716e-15
MI0409,2610560,0.2064913120249748
MI0409,2602160,0.5719162462634872
CA0009,0642350,2.6745559888596382e-15
CA0009,0630750,0.35016407420867934
CA0009,0633630,0.02958676551634713
CA0009,0611780,0.004050994415142903
CA0009,0606003,0.0038629209552124033
CA0009,0608340,1.03611519536205e-15
CA0009,0630930,7.373305282019657e-15
CA0009,0602250,0.04335713199386064
CA0009,0609300,0.031848190165313026
CA0009,0603480,0.024484193218912122
CA0009,0622560,0.021792805918787222
CA0009,0630720,0.021125652928710516
CA0009,0642330,2.6745559888596382e-15
CA0009,0601680,0.0017810458985141014
CA0009,0611490,0.004405622029716305
CA0009,0633600,0.017354145193467313
CA0009,0613080,0.007826998293160007
CA0009,0627120,0.003286992655623203
CA0009,0613980,0.20248806142893236
CA0009,0612600,0.0038629209552124033
CA0009,0623800,8.623400255316073e-16
CA0009,0630900,0.004050994415142903
CA0009,0634620,3.0556011617369715e-15
CA0009,0607900,0.005757574719021305
CA0009,0638770,0.14181246423429453
CA0009,0613890,1.760922248347544e-15
CA0009,0620640,9.23919311450399e-16
CA0009,0642140,0.06944866925271685
CA0009,0600013,0.007651781603211007
CA0009,3200090,5.878576152515275e-16
CA0009,3200390,4.0897447632870714e-17
CA0009,3200480,1.4135882893905821e-15
CA0242,0642350,2.6745559888596382e-15
CA0242,0630750,0.35016407420867934
CA0242,0633630,0.02958676551634713
CA0242,0611780,0.004050994415142903
CA0242,0606003,0.0038629209552124033
CA0242,0608340,1.03611519536205e-15
CA0242,0630930,7.373305282019657e-15
CA0242,0602250,0.04335713199386064
CA0242,0609300,0.031848190165313026
CA0242,0603480,0.024484193218912122
CA0242,0622560,0.021792805918787222
CA0242,0630720,0.021125652928710516
CA0242,0642330,2.6745559888596382e-15
CA0242,0601680,0.0017810458985141014
CA0242,0611490,0.004405622029716305
CA0242,0633600,0.017354145193467313
CA0242,0613080,0.007826998293160007
CA0242,0627120,0.003286992655623203
CA0242,0613980,0.20248806142893236
CA0242,0612600,0.0038629209552124033
CA0242,0623800,8.623400255316073e-16
CA0242,0630900,0.004050994415142903
CA0242,0634620,3.0556011617369715e-15
CA0242,0607900,0.005757574719021305
CA0242,0638770,0.14181246423429453
CA0242,0613890,1.760922248347544e-15
CA0242,0620640,9.23919311450399e-16
CA0242,0642140,0.06944866925271685
CA0242,0600013,0.007651781603211007
CA0242,3200090,5.878576152515275e-16
CA0242,3200390,4.0897447632870714e-17
CA0242,3200480,1.4135882893905821e-15
AR0070,0510560,2.859839699061102e-16
AR0070,0500072,1.7191057249485336e-14
AR0070,0500076,0.21715970154882253
AR0070,0504410,1.4308641965743664e-14
AR0070,0507620,0.005247527782413901
AR0070,0509480,0.7500815924593269
AR0070,0510200,0.0018289943980646002
AR0070,0513350,8.074427615765741e-16
AR0070,0514490,0.025682183811338903
AR0070,0512420,5.586311578760996e-16
TX0299,4815180,9.059525603379947e-15
TX0299,4826610,2.646792980800994e-15
TX0299,4844910,6.0893704761435845e-15
TX0299,4830000,5.740900060714685e-15
TX0299,4810860,1.0022817077320406e-14
TX0299,4819830,2.843894894798556e-09
TX0299,4840890,0.03404078709594471
TX0299,4840440,0.008593999676046703
TX0299,4835490,0.02335902332478791
TX0299,4816350,0.012605006984189406
TX0299,4832490,0.15148106672126715
TX0299,4845990,0.15507441793529644
TX0299,4833390,0.2209842846330455
TX0299,4837830,1.3922614848057647e-15
TX0299,4842090,0.39386141078549236
PA0149,4212725,1.0512212391683401e-14
PA0149,4221690,7.467280314745687e-15
PA0149,4225230,1.08594073576308e-14
PA0149,4204830,0.9999999999998649
PA0149,4212570,1.3528936014877086e-14
PA0149,4202700,1.6306648323257686e-14
PA0149,4220640,6.319171554208315e-14
PA0149,4206150,1.3203565752566922e-14
SC0017,4500002,0.5929284602459445
SC0017,4502010,0.4070350914930753
SC0017,4501170,1.9003278794761725e-14
SC0017,4501830,1.0254592136074793e-13
SC0017,4501440,3.644822230701602e-05
SC0017,4503910,3.855159923709244e-11
TN0019,4700450,2.7731928443327345e-14
TN0019,4700780,2.86759482866998e-14
TN0019,4700990,1.8903023199959303e-14
TN0019,4701530,2.43402869559574e-14
TN0019,4703750,1.1665326893526218e-15
TN0019,4704320,2.1587017210498792e-14
TN0019,4704350,0.999999999999872
TN0019,4704500,5.627718265615058e-15
KY0118,2100660,1.255589033921821e-13
KY0118,2101920,3.005710015650497e-14
KY0118,2102580,1.3647058690229825e-13
KY0118,2103870,2.3445211653441714e-14
KY0118,2104470,9.823602452506915e-14
KY0118,2105040,0.9999999999995862
TN0036,2199997,2.5915066962067903e-15
TN0036,2102100,1.3754172634899888e-14
TN0036,2907470,2.5015311188399493e-14
TN0036,2900003,3.4049281790505485e-14
TN0036,2923760,7.236074783614422e-14
TN0036,2913800,7.925940851575945e-15
TN0036,4701050,2.7459720270242053e-14
TN0036,4702280,0.9999999999998168
TN0037,2199997,2.5915066962067903e-15
TN0037,2102100,1.3754172634899888e-14
TN0037,2907470,2.5015311188399493e-14
TN0037,2900003,3.4049281790505485e-14
TN0037,2923760,7.236074783614422e-14
TN0037,2913800,7.925940851575945e-15
TN0037,4701050,2.7459720270242053e-14
TN0037,4702280,0.9999999999998168
SC0006,4500002,1.8122464627107552e-14
SC0006,4502010,1.9941806160792104e-10
SC0006,4501170,0.9998396232752232
SC0006,4501440,0.0001603764440272
SC0006,4502280,5.652322579428147e-15
SC0006,4503780,8.129738778685309e-11
SC0006,4503915,1.0423377909672044e-14
AR0006,0500079,4.00202689840578e-15
AR0006,0503690,6.720060612975902e-15
AR0006,0503240,1.413592758495842e-14
AR0006,0506690,0.013375535736614107
AR0006,0502960,0.01937568623675551
AR0006,0504860,0.04299792114206522
AR0006,0506420,0.11825273976007047
AR0006,0508610,0.22937114007537734
AR0006,0510170,0.14116762363167118
AR0006,0503770,3.1470137381836288e-15
AR0006,0507890,0.047503522209099126
AR0006,0509990,0.028778538865028916
AR0006,0507920,0.2663301406857306
AR0006,0508670,0.08483958234891474
AR0006,0509190,0.008007569308636706
AR0006,0509240,2.8530741726000063e-15
AR0006,0511340,5.314499946897216e-15
OH0226,3905015,0.07811978536435768
OH0226,3905020,0.03646851695197893
OH0226,3904516,0.0002525624332301003
OH0226,3904556,0.03573255066029903
OH0226,3905019,0.029266679732327428
OH0226,3999997,1.372470493449245e-10
OH0226,3904499,0.025045846505553426
OH0226,3905011,0.08400383006017338
OH0226,3905017,0.16549121937353006
OH0226,3905022,0.0035121153175105037
OH0226,3905024,0.05724893724273446
OH0226,3905009,0.07937281446645829
OH0226,3905012,0.03858208686854114
OH0226,3905013,0.04157933001102714
OH0226,3904922,5.545472145878603e-15
OH0226,3905018,0.04428068967482294
OH0226,3905021,0.12332482422059292
OH0226,3905023,0.04160548296539704
OH0226,3904832,0.002190359445200302
OH0226,3904588,8.232821794263273e-15
OH0226,3904586,1.6820745393535067e-14
OH0226,3905016,0.029273000317309228
OH0226,3904542,0.03834743790641594
OH0226,3905025,0.019742468775419422
OH0226,3904449,0.013587770235755314
OH0226,3904717,0.0025678130272493026
OH0226,3904566,3.4968833747244537e-10
OH0226,3904920,4.693651188083476e-10
OH0226,3904406,0.01040387748777471
OH0226,3904829,3.613288913762449e-15
OH0226,4220220,1.5152634827831944e-15
OH0226,4211820,1.6854491346163106e-15
OH0226,4209690,1.4407075256262886e-16
OH0226,4221330,6.831124908086625e-16
OH0226,4225650,1.2269769639101013e-15
OH0226,4212300,1.335785334874911e-15
TX0658,4811550,0.011249187018775602
TX0658,4821000,0.4851658944410454
TX0658,4835820,0.11671980758138313
TX0658,4822230,0.013011887921217203
TX0658,4814760,0.00034364743869920005
TX0658,4811700,7.863763567244963e-15
TX0658,4837080,2.0329201145838595e-14
TX0658,4839030,5.72982731835588e-14
TX0658,4827960,0.04179291810745791
TX0658,4831920,0.32124649407773775
TX0658,4846770,0.010470163413598303
TX0381,3501590,1.0375527879611817e-14
TX0381,3502340,7.36433917662369e-15
TX0381,4845840,0.07729859374015921
TX0381,4807500,0.27414265899114804
TX0381,4813620,0.34267321327284234
TX0381,4843980,0.30555887106202645
TX0381,4811040,0.00032666293380160003
TX0381,4835570,4.659331472571445e-15
NC0021,3700530,0.963960523371712
NC0021,3702430,0.0360394598544459
NC0021,3702970,1.677377874047828e-08
NC0021,3703120,3.366215695388388e-15
NC0021,3704050,2.443865767829338e-14
NC0021,3704320,3.001790543557293e-14
NC0021,3704620,5.5001582340876864e-15
MO0190,2919170,0.06318090355714853
MO0190,2922500,0.12108092300460535
MO0190,2904050,2.8323101218299525e-14
MO0190,2919980,6.087672799634152e-15
MO0190,2913770,5.546173557324453e-15
MO0190,2912180,0.12160294364208765
MO0190,2929640,0.02215947944939311
MO0190,2906120,2.5611213659543397e-15
MO0190,2910110,0.053842109629282424
MO0190,2927930,0.20258916978812877
MO0190,2911700,0.0012598392428584007
MO0190,2920430,0.41428463168645324
UT0019,4900210,0.9999999908036317
UT0019,4900360,3.47329014211365e-14
UT0019,4900570,1.7869616411711975e-14
UT0019,4900870,1.828903324895201e-14
UT0019,4901050,2.0649664294315572e-14
UT0019,4901200,9.196276765443412e-09
TX0539,2201380,4.996021197847938e-14
TX0539,4811520,0.08440331437692901
TX0539,4812150,1.531105356170591e-14
TX0539,4811430,8.161179154448174e-15
TX0539,4845180,0.18697825130361623
TX0539,4839960,0.023135520212229903
TX0539,4838760,3.443148211490524e-14
TX0539,4822890,0.705482914107117
OH0229,3904963,2.2249344577756288e-14
OH0229,3904915,0.26526506457013455
OH0229,3904950,6.286999339681045e-15
OH0229,3904914,0.25777949572303865
OH0229,3904951,9.197799663719266e-15
OH0229,3904415,8.31184582683479e-15
OH0229,3904912,0.15862990098797414
OH0229,3904964,6.2484908624020915e-15
OH0229,3904913,0.31832553871875896
OH0229,3904540,1.637516317104435e-15
OH0229,3904952,6.3556629775008664e-15
OH0229,3904761,7.127914123963897e-15
OH0229,3906190,2.6314663255502092e-14
AL0196,0100360,1.2992428308427652e-14
AL0196,0102730,1.7073296573710784e-14
AL0196,0101470,1.4478455884891025e-14
AL0196,0101680,7.934033841183157e-15
AL0196,0101710,9.11706069012012e-15
AL0196,0103360,0.0527478191771925
AL0196,0103390,0.9472521808227424
AL0196,0103450,3.5503743039566137e-15
AL0197,0100510,7.623810498629722e-15
AL0197,0100720,7.105530171208373e-15
AL0197,0101110,3.918405601015991e-14
AL0197,0102160,3.760671122368306e-15
AL0197,0102400,3.227758208369121e-14
AL0197,0103300,1.2761034928299196e-14
AL0197,0103510,0.9999999999998973
DE0046,1000080,0.2972500673343921
DE0046,1000200,0.15467347005223234
DE0046,1000230,0.18738942839846884
DE0046,1001240,0.07543900462225661
DE0046,1001300,0.15313743142225272
DE0046,1001620,0.13211059816138462
DE0046,2400240,5.323620598881798e-14
DE0046,2400450,1.2777559499883056e-14
DE0046,3412210,1.090623943233784e-13
DE0046,3404680,1.6182837566840838e-12
DE0046,3409120,5.136102706747802e-12
DE0046,3408880,2.009464730968745e-12
DE0046,3409030,4.3052076592180964e-14
DE0046,4205910,2.925525712791547e-15
DE0046,4210590,4.755422242764399e-15
DE0046,4212690,1.4448396442221555e-14
DE0046,4202790,3.1219359917827684e-15
DE0046,4224210,5.628412668782101e-15
ID0106,1603120,4.544622314710545e-14
ID0106,1603180,0.9999999999999062
ID0106,1601920,2.5272147349589542e-14
ID0106,5605830,2.3166087465239133e-14
VA0032,5101620,0.9999999999998306
VA0032,5102070,6.244921072775586e-14
VA0032,5102430,7.197324953889798e-14
VA0032,5102490,3.491523815929545e-14
PA0385,3405820,8.280604132686029e-05
PA0385,3411100,8.280604132686029e-05
PA0385,3402640,0.0004310194745081001
PA0385,3403690,9.746760179065943e-05
PA0385,3412870,0.00016937688709500002
PA0385,3414040,4.611020804512445e-06
PA0385,3403780,6.757637836399959e-05
PA0385,3412390,0.0004391814744935001
PA0385,3406000,8.508933046852461e-05
PA0385,3403120,0.00019766435100760006
PA0385,3417430,0.0005070940148694001
PA0385,4226390,2.0728421307014722e-05
PA0385,4222400,1.2506898232026561e-05
PA0385,4202040,2.2206250158344387e-14
PA0385,4203330,0.0003718723287805001
PA0385,4218990,0.9973649650189502
PA0385,4216410,5.204701396331907e-15
PA0385,4205760,2.375863693609724e-14
PA0385,4214160,6.523471652896628e-05
PA0385,4214190,1.4412671667672673e-14
PA0385,4212170,2.124465573535148e-14
PA0385,4211670,1.0493022118818288e-15
PA0385,4224320,2.4803581586775357e-14
PA0385,4219470,6.538374138622292e-17
PA0385,4222620,3.350443710772183e-14
WY0022,5601090,1.351737380361718e-14
WY0022,5604380,2.196208884510631e-15
WY0022,5604510,1.3581861307484946e-14
WY0022,5605700,7.568871913163487e-16
WY0022,5605820,0.5753002689822215
WY0022,5606240,0.4246997310177483
NY0160,3621630,0.005281022748114403
NY0160,3615570,0.32450947013983766
NY0160,3609330,0.1700671234832247
