GEOID,lat,lon
3402800,40.8206466,-74.0727969
3412260,40.9437789,-74.0342658
3409090,38.9778679,-74.908599
3411730,41.0523667,-74.1112146
3413560,41.013922,-74.2091351
3405610,40.2567754,-74.2341166
3410440,40.2765277,-74.0817088
3413750,40.3364045,-74.0511073
3409550,40.982712,-74.9848417
3416970,40.7652132,-74.973788
3414400,40.3639754,-74.0098377
3414940,40.3172637,-74.0079549
3403210,39.7441816,-75.190525
3403750,40.5510273,-75.0532108
3407590,40.500479,-74.8521385
3411610,40.6608652,-74.8949022
3619020,40.6189827,-73.5460502
3626520,40.7142717,-73.6937605
3629520,40.6696221,-73.7009502
4103630,42.9562139,-118.9338052
4400420,41.8448142,-71.7138377
4747123,35.6030282,-84.4437669
4747077,35.6421284,-88.3753133
4747079,36.2984916,-88.3247053
4747187,35.9262759,-86.8548995
4747002,35.2628302,-89.7249814
4747189,36.2141551,-86.3144271
4747143,35.4954058,-85.0086519
4747073,36.40826,-83.0041838
4747033,35.7928885,-89.1003106
4747034,35.7162903,-89.0699617
4747107,35.4568086,-84.604522
4747108,35.3381413,-84.5281996
4747029,35.9616404,-83.1976949
4747149,35.8539148,-86.4212238
4747031,35.4618515,-86.0832363
4747001,36.0973382,-84.1289452
4848285,29.4381936,-97.0250317
5008243,44.5199318,-72.3481757
5007710,44.5254544,-72.1813054
5005810,42.8859833,-73.1493211
5099003,42.8839775,-73.2122789
5099001,43.1738019,-72.7013584
5008246,43.1346567,-72.5442172
5000432,43.0625269,-72.7167849
5009600,44.8020875,-71.9746717
5000397,44.6865876,-72.67176
5099004,44.9322848,-72.2028625
5005050,44.76111,-72.202544
5507650,42.5718509,-88.4012961
5515480,42.5292539,-88.6305416
5506120,43.3026831,-88.4041381
5513290,42.5896238,-88.0809892
5515150,42.7431289,-88.0219439
5516770,42.5248811,-88.2103384
5506180,43.1325835,-88.3472323
5515600,42.7859284,-88.1942742
5509630,45.978759,-89.7749595
5505490,43.1582822,-87.922342
0400004,34.7479736,-112.1116232
0400005,33.6058582,-113.771707
0400022,34.2156642,-109.6915379
0404440,33.4085755,-112.3161935
0400480,33.8165692,-113.2363779
0400600,33.5085619,-112.1364587
0400630,33.8042604,-109.2453018
0400750,31.6685669,-109.1614324
0402490,31.4876788,-109.6698151
0400840,33.3354864,-113.0477539
0400960,33.431745,-112.3865615
0401050,33.4618596,-111.9735783
0401380,33.2665287,-112.5960668
0401680,33.4857188,-112.1973735
0402430,33.4931566,-112.0140642
0403060,33.4337749,-112.2152032
0403420,33.5402228,-112.196955
0400870,31.8790558,-109.5397127
0401080,34.6947235,-111.6731517
0402220,34.1958501,-113.0418148
0404170,34.4039659,-112.6427545
0401230,33.5107217,-109.1291269
0401260,32.5683405,-110.1371469
0401920,34.5200702,-110.9498383
0402710,33.4834297,-109.2829279
0404200,32.8034734,-110.2610925
0401290,33.9430233,-114.0220293
0401500,35.3625685,-114.5429171
0403660,35.5440797,-113.7548243
0401650,34.2055085,-112.2145491
0402460,34.1926943,-112.3195454
0401710,32.8364877,-111.7909508
0402790,32.6133217,-111.5963833
0402130,32.1078105,-110.0047824
0402190,34.4449492,-109.709531
0402250,31.8113004,-110.9310852
0402370,34.8457669,-112.0405558
0402400,32.6726998,-114.6893594
0403240,32.5324826,-114.7739783
0403900,32.9435066,-113.4978893
0402760,31.7444566,-109.645068
0402820,31.8208162,-110.5926716
0403960,33.4667029,-112.1437256
0404230,33.283026,-112.0146633
0404290,33.3643348,-112.1600498
0404320,33.2724092,-112.4273647
0404380,33.5008817,-112.4138178
0404500,33.5258127,-112.0458166
0404530,35.2852492,-111.9671823
0404770,31.9588543,-111.3656669
0404860,34.0550118,-109.7083755
0404920,31.5594248,-109.596339
0405100,33.0482518,-112.3418597
0405190,34.951105,-114.4266033
0405430,31.3632645,-109.9734335
0405640,32.6260081,-110.844861
0405760,33.857052,-111.2458217
0405880,31.4312503,-110.1318275
0406510,34.3038564,-111.5611222
0406780,33.4219121,-114.3837598
0406900,32.5501691,-111.2360541
0406930,32.4192512,-110.5341733
0407200,33.125752,-111.9315256
0407380,31.6332915,-111.4914213
0407500,31.3994097,-110.8054674
0407770,34.5972259,-112.761228
0407860,32.8674811,-109.4596501
0408130,32.7215374,-112.0493972
0408430,32.933988,-112.9014605
0408550,32.7569359,-111.6851151
0408640,34.6968896,-114.3442456
0408880,35.381809,-113.6185902
0409030,34.1562553,-112.4348384
0409120,33.8437249,-113.5030244
0409360,34.8463045,-112.8683971
0409390,33.4361633,-112.0233502
0405220,32.9615147,-113.7419939
0407890,32.5395968,-114.7056585
