GEOID,lat,lon
2631830,43.8105108,-82.8307279
2634860,43.7987892,-82.8706566
2613140,46.8926152,-88.8439789
2613680,44.7055076,-85.0253716
2615510,42.5128738,-86.2230072
2616560,47.3975624,-87.8952347
2617340,42.1722803,-86.3940823
2632070,42.0353077,-86.3894049
2622830,42.3095694,-84.8786292
2624540,46.0190676,-84.947513
2626100,41.92157,-85.438806
2626430,42.7046355,-84.7711595
2629190,46.8654606,-87.7753403
2635790,46.0637982,-87.4813604
2700388,43.6415107,-95.47369
2707110,45.6513049,-96.7505553
2715540,44.4676397,-96.2310418
2718390,44.4033052,-95.9276237
2721210,44.4344146,-95.5307389
2728960,46.9853376,-95.4000147
2733720,48.1299108,-93.1769538
2903040,37.642027,-89.5725151
2904080,39.8548391,-94.7532819
2904110,37.2069088,-94.1362815
2904590,37.6753582,-90.818418
2931890,36.8404521,-94.5164584
2905190,38.9759651,-92.9894442
2912480,38.247325,-91.3242477
2912840,39.2453924,-92.9843153
2920840,39.2889966,-93.1881466
2923790,36.1353499,-89.6901391
2927330,39.095031,-92.9912864
2927450,39.1800945,-93.0308914
2905400,39.3812008,-91.0247734
2906540,39.7764919,-92.6508222
2907320,37.4076721,-89.5088829
2908340,37.4167005,-90.928649
2908790,39.9253264,-93.4792329
2911850,36.7053231,-92.0186329
2923370,36.7047764,-92.6765618
2909090,38.6759485,-92.6900204
2921150,38.4916919,-92.5841915
2921180,38.546694,-92.6770735
2910230,39.5754605,-93.9341406
2916620,39.6406822,-94.0419171
2910470,38.3424772,-93.9369196
2918330,38.3256962,-93.5945131
2928080,38.4988492,-93.7779504
2910650,37.7175617,-91.4214582
2913260,37.5175834,-91.6449499
2910710,37.6964551,-91.6929941
2925080,37.7050608,-91.9094207
2911010,36.9370676,-92.4454212
2911040,36.8720217,-92.8240341
2924690,38.7394198,-93.3096026
2926940,37.9775889,-93.8247454
2911160,38.6689022,-94.1995782
2929670,38.7663399,-94.1843415
2912450,38.2954678,-91.2233941
2912510,38.5496451,-91.2833209
2919200,38.2727822,-90.8336605
2931230,38.1585757,-90.8461526
2912720,37.6242295,-92.3977103
2917000,37.7107086,-92.7591104
2913440,40.0387342,-93.545911
2917910,40.0042073,-93.4245966
2928770,40.2362568,-93.5676648
2914520,39.508357,-92.1322433
2915060,36.8086324,-91.7408827
2915180,36.5650105,-91.8315584
2915210,36.6710297,-91.771945
2926370,36.8023193,-91.9637234
2915240,38.1845181,-94.1320395
2916230,38.1375739,-90.3498617
2929850,37.9208712,-92.3581286
2916470,37.1631731,-89.5771469
2916710,36.5681198,-93.1179202
2919950,37.3624056,-92.3312067
2920340,36.5843625,-92.8503299
2929910,36.7379139,-93.0549237
2920880,39.3931656,-92.2671309
2921030,39.6119523,-94.1542544
2922110,39.6683859,-93.9237582
2921060,39.2370332,-94.3123453
2923040,37.5020735,-91.4429734
2926040,37.3642297,-91.7873728
2929730,37.4407899,-92.0576908
2926190,39.3220426,-92.4021463
2926550,36.5684486,-91.0236307
2926580,36.7000976,-90.995978
2928200,36.6263447,-93.6008805
2929820,38.0569627,-90.54974
3023370,48.5291427,-107.4220668
3022370,47.6154945,-105.0383681
3004890,46.0507359,-108.7854479
3007190,45.6436291,-109.2706396
3010800,45.302667,-109.7134714
3019530,45.2663347,-109.8900849
3020040,45.70157,-108.9648849
3021870,45.9582419,-109.1936045
3022230,45.7577861,-109.4989601
3016110,45.6175165,-110.8933318
3017520,45.6726353,-110.8288081
3017610,45.8927365,-111.2984565
3018750,45.6814047,-111.1746566
3020170,46.0956236,-111.0251154
3024810,45.8284532,-110.9959938
3026160,45.9463812,-111.5039408
3028140,45.7898103,-111.6444963
3023900,48.4257641,-111.7730014
3011730,48.5737634,-111.4919321
3000096,48.6254909,-110.3745748
3000098,48.5729312,-110.9546212
3004440,48.3702485,-110.0823238
3008310,48.4895109,-109.5084009
3012350,48.8311696,-110.2797875
3013560,48.622753,-109.638947
3014150,48.7917969,-110.0190087
3002820,46.2906049,-112.3889758
3004380,46.1260608,-112.1986622
3005550,45.9163258,-111.8876994
3006840,46.3793671,-111.9288777
3018780,46.5293463,-111.9668283
3027810,45.8921992,-112.1900757
3009180,46.6288196,-113.4935398
3013200,46.5929946,-113.3331289
3007980,46.663851,-105.9214527
3008010,45.9901948,-105.6373518
3015640,46.3479241,-105.6401686
3018410,46.335002,-105.8735138
3026400,46.3263986,-105.165301
3003660,45.0808805,-106.6073822
3013310,45.6022731,-107.576579
3017010,45.3044404,-107.282439
3021720,45.357966,-108.3611108
3028800,45.0918857,-107.315133
3003870,45.8196314,-108.5955671
3004230,45.6799576,-108.5322769
3005460,45.6423886,-108.5995606
3009720,45.7982977,-108.7671933
3009840,45.7368551,-108.588656
3014820,45.918382,-108.5460917
3018960,45.6071078,-108.3415172
3020790,45.8754614,-108.3908965
3023940,46.0221619,-108.4124906
3028860,45.7379795,-108.7005413
3018240,46.5967464,-107.6979788
3023040,46.494911,-108.5641643
3004260,46.9081803,-113.7994644
3006870,46.7543339,-113.7519085
3008880,46.9675206,-114.0645717
3013860,46.8898113,-114.0438347
3017130,46.7560387,-114.1126149
3018570,46.8488567,-113.9559722
3021330,46.9198048,-113.5777224
3023730,47.2031573,-113.5755686
3025380,47.0178661,-113.5151828
3025530,47.4717483,-113.708813
3025890,46.8787427,-114.2648882
3028650,46.7539344,-114.3658949
3000005,46.6844417,-112.0053915
3002430,47.4820523,-112.6154142
3008910,45.1969411,-112.6915228
3000093,48.7144446,-111.1860225
3023520,47.4377285,-104.4633608
3004200,47.4276312,-104.8525729
3008400,47.1899527,-105.1100985
3008470,47.249446,-104.776861
3012510,47.0256722,-104.7065751
3015900,47.9029491,-114.3414257
3015930,47.7763002,-113.802819
3021060,47.7581864,-114.2126517
3022790,47.540166,-114.1131864
3027150,47.6240978,-114.2952535
3002220,47.1585519,-113.9521918
3006112,47.4225006,-114.2266445
3009000,45.8320072,-112.7907657
3005280,45.9710731,-112.5209044
3021850,45.9867718,-112.7247073
3018210,45.7183378,-112.6234312
3007330,48.2397359,-111.9098403
3009330,48.1940721,-112.5723262
3008700,48.2840664,-114.1470549
3010230,48.2072808,-114.2101778
3010920,48.2285431,-114.2636274
3010950,48.4410214,-114.7088593
3013800,48.2637196,-114.2521063
3015450,48.1656729,-114.3257587
3015570,47.9784493,-114.5790292
3017700,48.0567802,-114.7273533
3020880,48.138183,-114.8577681
3025500,48.1016451,-113.9893844
3027570,48.261293,-114.4701394
3027740,48.5231911,-114.4327661
3012060,47.097488,-107.5657505
3011990,47.3185177,-107.8520116
3015340,47.3311783,-107.0657522
3012900,44.8550382,-113.1271768
3022290,45.4532431,-112.7716874
3021030,45.3157262,-113.0935546
3015060,45.3353232,-113.4250533
3003480,47.7999846,-111.2932091
3005760,47.7714853,-111.0483364
3011240,47.9552577,-110.7861661
3015690,48.0162941,-111.2383162
3022750,48.2330293,-109.8019316
3005330,47.9826565,-112.5100173
3006320,47.8032797,-112.4422958
3010140,47.6119949,-112.0469363
3012600,47.5923117,-112.2296757
3013110,47.6760894,-111.8486545
3020240,48.0902806,-112.4835584
3021510,47.7275907,-111.6342357
3003420,47.2271416,-110.8886244
3005850,47.6252829,-111.5507044
3005880,47.0748475,-111.6883679
3013040,47.5716908,-111.3043957
3024300,47.4973168,-111.8193816
3025130,47.2352365,-111.2025497
3026880,47.4322546,-111.5686312
3001710,45.5021665,-109.494043
3015200,45.522024,-108.9914559
3016200,45.6254989,-108.746325
3017370,45.3013595,-109.3926369
3022080,45.0870548,-109.5583916
3009670,45.764923,-104.5348022
3013280,45.3109331,-104.7496592
3024690,47.1641258,-109.6005468
3016490,47.1397309,-109.3108869
3011420,48.2202713,-106.0317691
3014340,48.4950492,-107.0472065
3017340,48.4276122,-105.9132942
3013395,48.5052561,-108.6879472
3004050,48.0649915,-109.10399
3028910,48.6972573,-109.0202601
3006260,48.7245483,-109.3028029
3003000,48.1583331,-109.3485816
3026640,48.771611,-108.4563245
3019310,48.5901889,-108.7283977
3002570,47.082866,-108.9643424
3015610,47.0079963,-109.5556158
3012960,46.9298733,-108.936562
3008860,47.4088256,-109.8421105
3018870,46.8395497,-109.616825
3008730,47.2651646,-109.6611591
3015360,46.6385692,-109.6528445
3000003,48.7040684,-112.4177637
3000004,48.7325255,-112.6189205
3005140,48.7524692,-113.1451459
3009510,48.4215208,-113.2128604
3026550,48.4092113,-115.8702533
3028830,48.8265459,-115.6301747
3015990,47.787245,-104.7677518
3021960,47.5081141,-104.1552986
3024200,47.634611,-104.355229
3007050,45.8450514,-106.6460698
3011160,46.4862156,-106.8780844
3003990,45.3416093,-106.4482609
3016050,45.5518559,-106.5990093
3001950,45.2031013,-104.4173072
3000090,48.0832102,-115.8452419
3009030,47.3178245,-114.3600673
3026070,47.6626474,-115.2731476
3026520,47.9399932,-115.6996224
3005130,47.7820341,-104.3816814
3007830,48.1024953,-104.7457172
3010210,47.9453956,-104.3347686
3007710,48.1729597,-114.1212749
3006790,47.5426307,-105.8888241
3027340,47.9611533,-105.5711479
3021150,48.1792322,-112.2268737
3027060,48.3976565,-112.3327378
3015510,47.6553848,-106.5847652
3020690,47.47144,-107.5421719
3007030,47.0927717,-106.4969689
3002490,47.3041801,-112.2124738
3026490,46.779247,-112.3212426
3028550,47.0374719,-112.0918838
3002550,46.6594508,-112.6191395
3009780,46.5089121,-112.4348375
3012570,46.5712494,-112.972058
3013890,46.8523093,-113.0340992
3019950,47.2755137,-113.2341499
3021480,46.6129804,-112.8243948
3017190,46.5693945,-113.9373272
3025020,46.4916908,-114.1127457
3021240,48.3150419,-105.1389781
3028590,48.3016858,-105.7172069
3005010,48.1671541,-104.799841
3011550,48.336847,-104.6669159
3011670,48.3494434,-105.4949567
3000932,45.9728925,-110.6086972
3001980,45.727249,-111.3746265
3002070,45.5923579,-111.1094172
3003290,45.8457582,-111.1493519
3004560,45.7012917,-111.046211
3007500,45.5639371,-111.1366423
3011790,45.462299,-111.123985
3003800,45.9247205,-109.948625
3013140,45.6662922,-109.7763431
3018060,45.5386221,-110.0101494
3018290,46.0763325,-109.8744414
3002010,46.1373088,-113.0017956
3028500,45.6803258,-113.5007183
3010820,45.832552,-113.1094769
3008670,46.3714046,-112.7521431
3017460,45.0664545,-112.1123593
3024150,45.4541161,-112.0723892
3006030,48.6994376,-115.7560085
3010080,48.6851578,-115.0601151
3011340,48.7788643,-114.8481719
3026460,48.6504678,-114.8993699
3000006,45.4089262,-105.555344
3000007,45.6946874,-105.8653315
3000008,45.5162804,-106.201936
3003600,45.0961972,-105.4495936
3002850,48.1869055,-114.4592414
3003820,48.0111996,-114.000535
3005990,48.2085487,-114.0637242
3007110,48.3352025,-113.799104
3000002,48.0390813,-114.2175703
3000094,48.4517763,-113.5923854
3002300,45.3844142,-110.6974163
3007350,45.1080426,-110.1006196
3011820,45.123212,-110.7239309
3016880,45.5692807,-110.4294033
3020670,45.5610794,-110.5204224
3301380,43.1433412,-71.3861063
3301440,43.4883225,-71.2406169
3301470,42.8748242,-71.6005331
3301500,43.4507243,-71.7906003
3301560,43.7259668,-71.6425789
3301590,42.9970592,-71.3658063
3301620,43.348588,-71.2568961
3301650,43.2155657,-71.0389797
3301680,44.0772373,-71.2212655
3301710,44.1829552,-71.987011
3301890,44.2604349,-71.6092039
3302010,42.9837228,-71.0539976
3302070,42.749263,-71.6756699
3302100,43.8308568,-71.6460865
3302130,43.0568952,-71.3406349
3302250,42.9845305,-71.2551047
3302280,42.8880017,-72.4434717
3302310,43.2652592,-71.4088353
3302520,43.472988,-72.3117491
3302550,43.4442265,-72.1783487
3302580,43.1363215,-71.255077
3302610,42.8876137,-71.2820474
3302760,43.112473,-71.6074786
3302790,42.9258619,-71.0026286
3302910,43.2048125,-71.3485636
3302940,44.7582529,-71.1088122
3302970,42.9884525,-70.9615424
3303120,43.8420363,-71.0751609
3303150,43.0003692,-71.1191619
3303210,43.4315902,-71.366322
3303276,42.7421807,-71.7509684
3303303,43.2365642,-72.1848691
3303360,43.5165899,-72.1490935
3303420,43.0396995,-70.8456427
3303480,42.8810608,-71.1718827
3303510,42.9391304,-70.8342732
3303540,42.9248106,-70.8862417
3303600,43.7210227,-72.1852072
3303630,42.9485356,-72.068986
3303690,43.1694073,-71.831201
3303720,43.5283063,-71.7691921
3303810,43.7617614,-71.5825286
3303840,42.7496243,-71.5854018
3303870,43.0812421,-71.4466159
3303990,44.1876201,-71.155763
3304080,42.9328701,-70.9642731
3304150,44.1738416,-71.7293913
3304170,44.1600939,-71.8852005
3304500,43.8166336,-72.0942954
3304560,43.9084585,-71.1538204
3304620,42.8862255,-72.1776835
3304650,43.1385439,-72.2087693
3304800,44.55386,-71.218269
3304920,44.2966049,-71.9806843
3304950,42.9088845,-71.694199
3305010,42.9994818,-72.1217028
3305040,42.9812095,-71.6775203
3305070,43.0621474,-70.7170709
3305190,43.0385087,-70.9679535
3305250,43.0830555,-70.8258665
3305370,42.9799344,-70.8294406
3305430,43.2118559,-71.2233933
3305460,43.1298473,-71.1318591
3305670,43.9618509,-72.0012935
3305760,43.5438374,-72.2955371
3305790,43.743912,-71.7267441
3305970,43.2198363,-70.8431008
3306000,43.8347065,-71.7743353
3306030,43.0334671,-70.7192233
3306150,42.8831227,-70.860823
3306270,42.8898024,-70.9595464
3306330,44.5951258,-71.4032489
3306360,44.9606699,-71.4069908
3306390,43.0763141,-72.1139519
3306420,43.2753845,-71.1699559
3306450,44.7150525,-71.5275395
3306480,43.0149932,-70.9026023
3306600,43.8640381,-71.2960679
3306660,43.9478765,-71.6357846
3306750,43.2993048,-72.2745675
3306780,43.593582,-71.0100616
3306870,43.9658028,-71.8591167
3306900,43.1900513,-72.093871
3306910,43.9428313,-71.4480518
3306930,43.0782866,-71.7035079
3306990,43.8587205,-71.9237177
3307020,42.9680753,-72.4308561
3307140,42.7893136,-72.3952385
3402550,40.9602867,-74.7133325
3405340,41.164296,-74.7377981
3405400,41.108997,-74.5886407
3405550,41.0246749,-74.8182239
3406480,41.1487632,-74.5734165
3407110,40.6701107,-74.8902117
3407380,40.5980387,-75.1241652
3408010,40.4947043,-75.0194612
3408430,40.6418618,-74.8333118
3408460,40.7263694,-74.8944081
3410170,40.5734829,-75.0897024
3413710,40.5841107,-74.7699862
3416170,40.692226,-74.7734304
3405010,40.8825075,-74.3045935
3411520,40.8645004,-74.2599958
3414250,40.8217373,-74.3101465
3411790,39.3730734,-74.5541283
3415030,39.3172372,-74.6063835
3401290,39.5760308,-74.251791
3401560,39.9129062,-74.1930952
3404050,39.6471817,-74.2845992
3407710,39.941804,-74.1438417
3408700,39.6329695,-74.331032
3408910,39.6400667,-74.1887289
3412030,39.9264531,-74.1347593
3416980,40.6345884,-74.5190442
3417190,40.6428449,-74.4362333
3411550,40.9636178,-74.1852806
3408730,40.8755899,-74.2173656
3417640,40.8898549,-74.1943564
3416260,40.9034151,-74.2197791
3406450,40.9369885,-74.1888673
3400690,40.5945319,-75.0265659
3401710,40.6650355,-75.011935
3402610,40.7194712,-74.8369154
3403330,40.6901291,-74.940122
3403360,40.6300981,-74.8672023
3403720,40.4397619,-74.9563288
3405700,40.5305365,-75.0528459
3406600,40.7045695,-74.9715246
3406630,41.0917013,-74.7896084
3406780,41.1247512,-74.558783
3408130,41.1212348,-74.6702968
3412150,41.0800905,-74.5976262
3414610,41.18625,-74.8281371
3415720,40.9133661,-74.7036304
3415750,41.074125,-74.8688779
3415960,41.2522038,-74.6328346
3414820,39.9263694,-74.0787108
3415690,39.7057259,-74.2643265
3416320,39.5921973,-74.3330785
3404830,40.8281024,-74.2762262
3404530,39.5636873,-74.5958654
3405730,39.4914535,-74.4738671
3406510,39.4816025,-74.7374072
3408670,39.3437182,-74.5710495
3411070,39.5988121,-74.6744695
3417340,39.7920009,-75.148216
3415270,39.6935957,-75.2537794
3415870,39.82899,-75.0155362
3414430,39.8534114,-75.0755019
3415000,39.8454164,-75.0217011
3405850,39.8325671,-74.966907
3401590,39.7920594,-74.9369855
3406030,39.7921855,-75.036059
3416830,39.8485702,-74.9528435
3401380,39.866356,-75.0946695
3409300,39.8561951,-75.036397
3406150,39.3950292,-75.3700795
3407500,39.4385784,-75.2817041
3415840,39.4493807,-75.3598937
3416530,39.4948296,-75.2185893
3403660,39.4590432,-75.1319866
3405040,39.3723162,-75.2387206
3409150,38.9837684,-74.9113078
3417400,38.9422264,-74.9390332
3403060,40.7767582,-74.6865121
3403870,40.8884789,-74.4883768
3404170,40.8185531,-74.3637423
3405250,40.7759921,-74.394315
3406690,40.8199503,-74.4279856
3409900,40.7672898,-74.597766
3409930,40.8012619,-74.5701219
3411190,40.8992322,-74.7008233
3412660,40.6828824,-74.4916194
3414100,40.8958526,-74.5173232
3414130,40.959048,-74.4988898
3417130,40.7846542,-74.7976899
3417880,40.8970548,-74.5745123
3414370,40.3620666,-74.0045104
3414970,40.3264505,-74.0573731
3416200,40.3226348,-74.0838643
3417490,40.2879037,-74.0200191
3402700,38.9411469,-74.898372
3405580,40.2602193,-74.2758842
3405640,40.2243816,-74.2990509
3407560,40.1781078,-74.2062245
3408790,40.3369522,-74.0345347
3409390,40.282353,-74.3465645
3409720,40.342931,-74.257197
3410380,40.335895,-73.9856075
3412120,40.3282431,-74.0123325
3413740,40.3487222,-74.0665281
3408070,40.929261,-75.0617961
3405670,40.9594858,-74.895154
3401800,41.0020145,-75.0026367
3417160,40.7299569,-74.9589755
3409540,40.8084611,-74.9102339
3405520,40.7124066,-75.0528312
3417010,40.7585245,-74.9831897
3414790,39.9449124,-74.0782899
3416440,40.6322148,-74.964965
3404080,40.4349925,-74.8230299
3405190,40.5075374,-74.8645946
3405460,40.5690334,-74.9312269
3402790,40.8264308,-74.0623347
3412240,40.9566531,-74.0328615
3404290,40.8170966,-74.0850235
3416620,41.0631616,-74.0999731
3412180,41.0233048,-73.984223
3407260,41.0071268,-74.0451189
3406960,40.9627374,-73.99747
3409870,39.8642685,-74.8246595
3410920,39.9953357,-74.7864726
3410950,39.9489918,-74.900247
3411580,40.0899614,-74.5854443
3414880,39.785003,-74.7171784
3415420,39.9159353,-74.7175007
3415660,40.0395654,-74.7099397
3416020,39.8205691,-74.6525845
3417730,40.0184224,-74.8167393
3418240,39.8412891,-74.5177398
3403450,40.2870481,-74.1524456
3404410,40.2916241,-74.0541229
3404950,40.3619401,-74.0387747
3405130,40.1983574,-74.1700818
3411850,40.9920463,-73.9505506
3406840,40.9916807,-73.9802021
3413890,40.9267663,-74.0374682
3413950,41.0142014,-74.0067739
3411820,41.0128736,-73.9485527
3405370,41.0075259,-74.2056527
3418210,41.0259773,-74.0610613
3410620,41.0545938,-74.047298
3400750,41.0326691,-74.1338262
3418360,40.9990933,-74.1688486
3403810,40.9541028,-73.9549208
3403390,40.9728898,-73.9603147
3411910,41.0310215,-74.2405023
3409600,39.7620125,-75.1730915
3404620,39.6627518,-75.1569719
3405430,39.5988405,-75.0208744
3404140,39.7905188,-75.2405918
3415990,39.7400872,-75.3173969
3417790,39.8692301,-75.1313348
3411100,39.8672966,-75.1856214
3406900,39.7260951,-75.204908
3418180,39.8132901,-75.1506497
3401200,39.6583624,-74.4481056
3403090,40.119177,-74.6628935
3404350,40.0002787,-74.7565469
3404890,39.856677,-74.9008104
3406420,39.9779562,-74.8363343
3409180,39.9588554,-74.8024782
3409510,40.087416,-74.7122587
3409840,39.8536489,-74.8116647
3416950,41.0424238,-74.2886433
3413860,41.1039627,-74.2711379
3413470,40.9415592,-74.1740881
3602310,43.3114577,-73.6303377
3604410,40.5992327,-73.5206632
3610620,40.6991762,-73.7061659
3631200,43.1418937,-74.5249295
3611160,40.7233167,-73.7049494
3611460,40.7049526,-73.6710834
3619110,40.6073347,-73.5457214
3620400,40.7409016,-73.6815245
3620940,40.6882362,-73.5393129
3621120,40.6843645,-73.5620583
3629430,40.6791565,-73.6899614
3629460,40.6574054,-73.6989661
3629490,40.6675077,-73.7180896
3800015,46.9396626,-100.6380751
3800033,46.5100356,-97.922941
3802014,46.7555315,-100.6165632
3802840,47.007044,-103.3640163
3805670,47.4418606,-103.8790342
3809810,47.6929142,-103.8712604
3814520,47.9273827,-99.1877081
3820340,47.8922274,-103.8980047
3818600,47.5237038,-102.1950844
3806360,47.8825477,-97.3356
3812000,48.0970184,-97.2068089
3811540,46.611172,-100.9292992
3817940,46.8032697,-101.1574824
3811610,46.6681346,-103.8990808
3811970,46.6877668,-100.639813
3812720,46.8017014,-100.4839116
3817760,46.8443496,-100.2693436
3812030,46.8857984,-97.0503925
3812120,46.3391816,-103.9304914
3816090,46.3243764,-101.5186284
4000798,34.2544365,-99.0367618
4002580,34.6451157,-95.0855976
4002790,36.053679,-96.1099279
4003010,36.2042245,-96.1618166
4003450,36.4589415,-96.0977432
4003540,35.4897143,-97.8455165
4003690,35.3399949,-96.3504873
4003840,35.6342348,-94.5460838
4004470,34.572141,-98.4226581
4005160,36.9042483,-96.194086
4005430,35.9530163,-94.8505611
4005580,35.5730322,-94.7222348
4008010,36.5899693,-94.9622072
4008730,34.5848091,-96.1591884
4009150,35.4942203,-97.4149294
4009360,35.6942466,-94.678592
4009420,35.607927,-97.9631438
4009720,33.9055852,-94.7488278
4010560,35.8795837,-94.6584238
4011400,34.9770454,-94.8495255
4011760,34.5737924,-98.3595428
4011850,33.9174348,-94.9220515
4012210,35.0511247,-97.8418544
4012750,34.0572762,-94.8871402
4013230,35.9868609,-94.9944376
4013260,34.3408143,-98.060363
4013600,35.7013306,-96.4425979
4013830,34.2900324,-96.0626896
4014730,34.7591936,-94.5662494
4014890,33.980306,-94.8486804
4015750,36.167608,-96.5698783
4015900,35.1091168,-96.5273838
4015930,36.2859442,-95.5524483
4016320,36.3441511,-94.9608347
4016470,36.1130344,-96.2630724
4016530,36.8034724,-97.0223068
4017040,34.2749741,-95.8967763
4017310,36.1977188,-94.9134875
4018240,35.9410243,-96.1279776
4018480,36.047217,-94.9247452
4018570,34.0502297,-94.8184649
4018870,34.2450257,-96.9032977
4018900,35.4973673,-98.1241582
4019200,35.8483312,-94.6532611
4019500,36.6629119,-97.0261517
4019890,35.0697514,-97.742649
4020190,34.9872916,-94.5205795
4020430,36.1778959,-94.6391896
4021120,34.5321281,-95.125792
4021900,35.8482294,-95.1847769
4022350,35.5796626,-97.4235453
4023070,36.7834261,-101.3544623
4023190,36.3151368,-95.3912759
4023220,36.7094549,-96.0320633
4023400,34.9155102,-95.2101927
4023730,36.0699732,-95.0795875
4024150,34.9884789,-98.0295721
4025080,36.0545676,-96.1590909
4025530,34.2560858,-96.7617368
4026010,35.6027441,-97.8569887
4026100,35.2972369,-97.3611904
4026250,35.7902884,-94.7712966
4026580,35.344996,-95.9433832
4027420,35.9700967,-95.0830128
4027450,35.1266377,-94.6637898
4028620,35.3692566,-95.7290303
4028920,36.8994137,-101.491692
4029670,35.7749434,-94.8451186
4030290,36.679638,-94.678038
4030390,34.6501599,-95.3265393
4031380,35.6327081,-95.562454
4032610,36.6748698,-95.3338848
4032640,35.5584578,-97.0161682
4032670,34.7458379,-97.2937647
4032700,35.2244763,-95.2473913
4032760,36.3316929,-95.0519704
4033090,35.8045638,-95.0672995
4033540,34.1438483,-97.5010662
4033600,35.7889829,-94.6853292
4030450,35.7715888,-95.8694303
4012240,34.8786941,-95.8085485
4014100,34.8926081,-95.9543912
4016720,34.9392149,-95.7122017
4029520,35.0254458,-95.8613959
4013500,35.368995,-96.8680549
4024330,35.3268414,-96.8889534
4027990,35.3126271,-96.8663363
4017700,35.4743242,-94.5357038
4018960,35.5994755,-94.809421
4020160,35.396251,-94.4524316
4022160,35.9686271,-96.6483827
4023700,36.8914416,-97.1859506
4103600,43.2518663,-118.8745532
4104170,42.9659106,-118.6061945
4104290,43.2992738,-119.2819339
4104380,43.8674392,-118.4093731
4105020,42.4190406,-118.4795823
4105310,42.5195585,-119.1206821
4106960,43.7089031,-118.0359276
4109690,43.9158286,-118.6361989
4111910,43.4340605,-119.6612906
4400360,41.5951584,-71.6528374
4400390,41.7887835,-71.7349343
4400450,41.894324,-71.6869046
4400510,41.5197301,-71.3710759
4400600,41.5028606,-71.1658085
4700030,35.7928885,-89.1003106
4700120,35.4568086,-84.604522
4700154,35.2628302,-89.7249814
4700210,35.7162903,-89.0699617
4704050,35.6030282,-84.4437669
4700720,36.0973382,-84.1289452
4700930,35.4954058,-85.0086519
4702370,36.2141551,-86.3144271
4701140,35.3381413,-84.5281996
4701260,35.9262759,-86.8548995
4702460,35.6421284,-88.3753133
4702610,35.4618515,-86.0832363
4703150,35.8539148,-86.4212238
4703210,35.9616404,-83.1976949
4703360,36.2984916,-88.3247053
4703660,36.40826,-83.0041838
4844250,29.4381936,-97.0250317
5000390,43.7150623,-72.9083543
5000401,44.6928246,-72.6260557
5000409,43.4733544,-73.1645183
5000412,44.357742,-72.0113574
5000417,43.233239,-72.9393391
5000419,43.2914572,-73.1737707
5000421,44.5736341,-71.9481301
5002910,44.6265471,-72.8153714
5007650,44.4603024,-72.0049239
5007680,42.8082501,-73.0763307
5007830,43.8749624,-72.3649353
5008970,43.0746825,-72.5080568
5000422,43.4147593,-72.7573202
5000429,43.9520561,-72.4806217
5000430,44.117411,-72.3903097
5000434,42.8859833,-73.1493211
5000435,44.8028982,-73.2905259
5000441,44.8301922,-72.5965318
5000447,42.9720887,-72.8236864
5001770,44.9578823,-73.2919738
5003360,44.8881259,-72.2341918
5000436,44.76111,-72.202544
5006780,42.7909426,-72.9726397
5000438,44.5204301,-72.3313697
5000446,43.1549182,-72.6060523
5000449,43.0625269,-72.7167849
5004500,42.7839966,-72.7481962
5006930,43.1704749,-72.5065934
5009270,43.1738019,-72.7013584
5002610,44.7966333,-71.8699758
5003060,44.8709824,-72.0250245
5004950,44.9569361,-72.5074566
5003480,44.9516962,-72.1363029
5006000,44.9368676,-72.2111602
5008910,44.8834766,-72.4849269
5004080,44.7126159,-72.9004565
5004140,44.7224385,-73.1284519
5004620,43.5805108,-72.4389109
5004710,44.9721002,-71.9869694
5005160,44.0929248,-72.9735212
5005220,44.7934371,-72.4584514
5005400,42.8764781,-72.7377403
5006390,44.328927,-72.1998339
5007080,43.6446553,-72.9530302
5005760,44.8961276,-71.9412429
5006030,44.9321187,-72.3001309
5008130,44.9316643,-72.3849151
5006060,42.9326964,-73.2382992
5099002,42.8839775,-73.2122789
5007260,43.7875746,-72.4351726
5007500,44.6270923,-73.3092261
5008010,43.8367087,-72.2494962
5008242,44.0842117,-72.2702379
5008310,42.7641404,-72.5220297
5009390,44.573033,-72.4466499
5008700,43.3921094,-72.4767836
5102220,37.7823316,-79.4443196
5500013,43.0912488,-88.3839178
5500052,42.5162662,-88.1621383
5500075,43.3515651,-88.4879858
5509240,43.1230033,-88.3571063
5509390,43.1544354,-88.4061662
5500080,43.2447288,-88.2583269
5501530,46.1544493,-89.7446708
5504620,45.9687717,-89.8790107
5501650,42.6257033,-88.1116211
5501710,42.5360397,-88.0052847
5503750,42.7090016,-88.1030461
5504410,43.222005,-88.354616
5506090,43.3087472,-88.3821927
5504720,42.5674611,-88.6007588
5505100,42.5855932,-88.4849608
5505130,42.5269978,-88.3513422
5507620,42.6003773,-88.4018295
5508040,42.5341718,-88.4531197
5508070,42.5253901,-88.5126105
5504770,43.1734798,-87.9338487
5504800,43.1654796,-87.8975183
5505460,43.1304847,-87.9277852
5506140,43.0861917,-88.3362015
5508130,43.1125673,-88.270287
5509300,43.1783671,-88.3556479
5509360,43.1566201,-88.2993812
5512510,42.7793753,-88.1247369
5515700,42.8240281,-88.2189651
5517220,42.7200975,-88.0013886
5509690,45.7912619,-89.8350514
5517160,45.9285099,-89.6670299
5510800,42.8184219,-88.0925319
5512480,42.7944815,-87.997744
5515660,42.7714176,-88.2260407
5511400,42.6166264,-88.0132233
